"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","levelGroup","alias"
"a6e2c90","03041c6","a16c5afbe9d69432966768e1510ac396","9f23517","Dark Elf","Noble",2019-08-20 11:13:15,"Cleric 16","Cleric","Death Domain",16,"War Caster",115,17,13,12,14,12,20,10,"LE","History|Religion|Medicine|Perception|Persuasion","Mace|Crossbow, light","Toll TheDead*0|Mending*0|Guidance*0|Chill Touch*0|Spare The Dying*0|False Life*1|Ray of Sickness*1|Healing Word*1|Bane*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Lesser Restoration*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|Protection From Poison*3|Blight*4|Death Ward*4|Banishment*4|Freedom of Movement*4|Stone Shape*4|Antilife Shell*5|Cloudkill*5|Greater Restoration*5|Contagion*5|Mass Cure Wounds*5|Word Of Recall*6|Harm*6|Heal*6|Temple Of The Gods*7|Symbol*7|Earthquake*8","Wis",NA,"United States","US","LE",NA,NA,"Elf","Toll the Dead*0|Mending*0|Guidance*0|Chill Touch*0|Spare the Dying*0|False Life*1|Ray of Sickness*1|Healing Word*1|Bane*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Blindness/Deafness*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Lesser Restoration*2|Animate Dead*3|Vampiric Touch*3|Life Transference*3|*|Blight*4|Death Ward*4|Banishment*4|Freedom of Movement*4|Stone Shape*4|Antilife Shell*5|Cloudkill*5|Greater Restoration*5|Contagion*5|Mass Cure Wounds*5|Word of Recall*6|Harm*6|Heal*6|Temple of the Gods*7|Symbol*7|Earthquake*8","Mace|Crossbow, Light","16-18","brave_volhard"
"082307a","a26756f","903b1140e89fce1965ab115dd3596d09","efd936c","Protector Aasimar","Custom",2019-08-20 10:53:34,"Cleric 7","Cleric","Life Domain",7,"Lucky",57,18,10,14,14,10,16,10,NA,"Insight|Medicine|Perception|Survival","Mace|Quarterstaff","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4","Wis",NA,"United States","US",NA,NA,NA,"Aasimar","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4","Mace|Quarterstaff","4-7","epic_rhodes"
"8945eb7","94aa610","ee68cccecb9a38f263b3c18ddd9e403b","c9ac061","Shiya","Acolyte",2019-08-19 20:36:19,"Warlock 3","Warlock","The Hexblade",3,NA,18,11,11,12,12,12,12,12,NA,"Athletics|Arcana|Religion|Intimidation",NA,"Mage Hand*0|Eldritch Blast*0|True Strike*0|Arms Of Hadar*1|Witch Bolt*1|Misty Step*2|Shatter*2","Cha","eldritch invocations/Grasp of Hadar*Improved Pact Weapon|pact boon/Pact of the Blade","Canada","CA",NA,NA,NA,NA,"Mage Hand*0|Eldritch Blast*0|True Strike*0|Arms of Hadar*1|Witch Bolt*1|Misty Step*2|Shatter*2",NA,"1-3","upbeat_napier"
"e29ef33","930b2f3","2819e50a44fab7a286caf58bad59dd80","4908a7c","Forest Gnome","Charlatan",2019-08-19 20:01:13,"Rogue 8","Rogue","Arcane Trickster",8,NA,51,16,11,18,12,18,11,12,NA,"Acrobatics|Sleight of Hand|Stealth|Investigation|Deception|Persuasion","Rapier|Shortbow|Dagger","Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Prestidigitation*0|Ray Of Frost*0|Disguise Self*1|Magic Missile*1|Tasha's Hideous Laughter*1|Invisibility *2|Misty Step*2|Suggestion *2","Int","expertise/Sleight of Hand*Deception*Stealth*Persuasion","United States","US",NA,NA,NA,"Gnome","Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Prestidigitation*0|Ray of Frost*0|Disguise Self*1|Magic Missile*1|Tasha's Hideous Laughter*1|Invisibility*2|Misty Step*2|Suggestion*2","Rapier|Shortbow|Dagger","8-11","elated_cocks"
NA,"c09ad54","94f735300327d8ff3926e1ba393c86fb","ec074e9","Human","Soldier",2019-08-19 17:43:44,"Fighter 3|Barbarian 4","Fighter|Barbarian","Champion|Path of the Berserker",7,"Tough|Great Weapon Master",85,17,16,14,16,8,10,8,"Chaotic Good","Athletics|Acrobatics|Stealth|Animal Handling|Intimidation","Greatsword|Crossbow, light",NA,"Int","fighting style/Great Weapon Fighting","Canada","CA","CG",NA,NA,"Human",NA,"Greatsword|Crossbow, Light","4-7","dreamy_goodall"
NA,"c09ad54","924c05480f0e681e2858b2eae51696ef","b73d61c","Human","Acolyte",2019-08-19 17:42:46,"Wizard 1","Wizard",NA,1,"War Caster",9,10,10,10,16,16,8,13,NA,"Arcana|Religion|Insight|Medicine|Intimidation","Dagger",NA,"Int",NA,"Canada","CA",NA,NA,NA,"Human",NA,"Dagger","1-3","mystifying_proskuriakova"
NA,"c09ad54","29e3406409f334805ab0bf4135b9031d","7f01664","Human","Sage",2019-08-19 17:41:45,"Bard 3","Bard","College of Lore",3,"Linguist",18,13,8,12,10,16,13,16,"Neutral Good","Stealth|Arcana|History|Investigation|Animal Handling|Insight|Perception|Performance|Persuasion","Rapier|Dagger|Crossbow, hand","Prestidigitation*0|Vicious Mockery*0|Comprehend Languages*1|Healing Word*1|Sleep*1|Speak with Animals*1|Crown of Madness*2|Zone of Truth*2","Cha","expertise/Persuasion*Performance","Canada","CA","NG",NA,NA,"Human","Prestidigitation*0|Vicious Mockery*0|Comprehend Languages*1|Healing Word*1|Sleep*1|Speak with Animals*1|Crown of Madness*2|Zone of Truth*2","Rapier|Dagger|Crossbow, hand","1-3","elastic_gould"
NA,"c09ad54","853fd73f53b6bc67da48f16508ce9b8a","ef098c1","Minotaur","Outlander",2019-08-19 17:40:44,"Fighter 7","Fighter","Champion",7,"Dual Wielder",74,17,21,14,18,10,10,8,NA,"Athletics|Acrobatics|Perception|Survival|Persuasion","Battleaxe|Battleaxe|Handaxe|Horns",NA,"Int","fighting style/Two-Weapon Fighting","Canada","CA",NA,NA,NA,"Minotaur",NA,"Battleaxe|Battleaxe|Handaxe|","4-7","silly_nobel"
NA,"c09ad54","c4511af6c08132ff60fd83abe5987200","c8a4145","Human","Urchin",2019-08-19 17:39:27,"Bard 3","Bard","College of Valor",3,"Actor",21,18,8,16,12,10,12,16,NA,"Sleight of Hand|Stealth|Arcana|Perception|Performance|Persuasion","Rapier|Dagger","Minor Illusion*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha's Hideous Laughter*1|Phantasmal Force*2|Suggestion*2","Cha","expertise/Persuasion*Performance","Canada","CA",NA,NA,NA,"Human","Minor Illusion*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha's Hideous Laughter*1|Phantasmal Force*2|Suggestion*2","Rapier|Dagger","1-3","silly_gates"
NA,"c09ad54","7c928c915a3f96845ff998d60c59d02b","14d0985","Human","Sage",2019-08-19 17:36:57,"Wizard 3","Wizard","School of Enchantment",3,"Linguist",14,13,8,16,10,17,11,12,NA,"Arcana|History|Investigation|Religion|Animal Handling","Dagger",NA,"Int",NA,"Canada","CA",NA,NA,NA,"Human",NA,"Dagger","1-3","awesome_cohen"
NA,"c09ad54","4bf34f9448b8863a1ea31b04b1eb1850","ffbff36","Human","Soldier",2019-08-19 17:33:42,"Warlock 7","Warlock","The Hexblade",7,"Great Weapon Master|Tough",73,16,10,13,16,10,8,16,NA,"Athletics|Acrobatics|Arcana|Intimidation|Persuasion","Greatsword","Eldritch Blast*0|Sword Burst*0|Armor of Agathys*1|Branding Smite*2|Enhance Ability*2|Elemental Weapon*3|Fly*3|Staggering Smite*4","Cha","pact boon/Pact of the Blade|eldritch invocations/Mask of Many Faces*Agonizing Blast*Improved Pact Weapon*Thirsting Blade","Canada","CA",NA,NA,NA,"Human","Eldritch Blast*0|Sword Burst*0|Armor of Agathys*1|Branding Smite*2|Enhance Ability*2|Elemental Weapon*3|Fly*3|Staggering Smite*4","Greatsword","4-7","wonderful_jang"
"85198f3","b99eac2","1edc226f05453080d7478bd49b50d6af","238c99c","Tortle","Hermit",2019-08-19 12:27:04,"Cleric 3","Cleric","Tempest Domain",3,NA,27,19,13,11,15,11,19,7,"Chaotic Good","Religion|Insight|Medicine|Survival|Persuasion","Warhammer|Crossbow, light","Spare The Dying *0|Thaumaturgy*0|Sacred Flame *0|Fog Cloud*1|Thunderwave*1|Cure Wounds *1|Guiding Bolt*1|Bane *1|Shield Of Faith *1|Healing Word *1|Gust of Wind*2|Shatter*2|Spiritual Weapon *2|Prayer Of Healing *2","Wis",NA,"United States","US","CG",NA,NA,"Turtle","Spare the Dying*0|Thaumaturgy*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1|Cure Wounds*1|Guiding Bolt*1|Bane*1|Shield of Faith*1|Healing Word*1|Gust of Wind*2|Shatter*2|Spiritual Weapon*2|Prayer of Healing*2","Warhammer|Crossbow, Light","1-3","vigilant_archimedes"
NA,"2fefe81","3ffde6e357485d26028b2940d1a3b0a5","7498831","Aarakocra","Haunted One",2019-08-18 19:45:30,"Ranger 1","Ranger",NA,1,NA,9,14,10,17,8,14,13,13,NA,"Athletics|Investigation|Animal Handling|Perception|Survival","Dagger|Javelin|Longbow",NA,"Wis",NA,"Canada","CA",NA,NA,NA,"Aarakocra",NA,"Dagger|Javelin|Longbow","1-3","angry_visvesvaraya"
NA,"cecbba1","67b72ed8b944ca64b2389e80381f6429","21790db","Wood Elf","Urchin",2019-08-18 19:32:33,"Ranger 4","Ranger","Hunter",4,"Crossbow Expert",40,17,10,20,17,14,18,13,"Chaotic Good","Sleight of Hand|Stealth|Animal Handling|Insight|Perception|Survival","Shortsword|Longbow|Crossbow, heavy","Ensnaring Strike*1|Hunter's Mark*1|Cure Wounds*1","Wis","fighting style/Archery","Canada","CA","CG",NA,NA,"Elf","Ensnaring Strike*1|Hunter's Mark*1|Cure Wounds*1","Shortsword|Longbow|Crossbow, Heavy","4-7","dazzling_rhodes"
"dfed4da","e3f6603","f368356fb14daeac53bcb68f6d714b6e","45d8010","Tabaxi","Smuggler",2019-08-18 15:14:44,"Rogue 3","Rogue","Assassin",3,NA,21,14,9,16,13,12,14,12,NA,"Athletics|Acrobatics|Stealth|Investigation|Insight|Perception|Deception|Persuasion","Shortsword|Shortsword|Dagger",NA,"Int","expertise/Stealth*Acrobatics","United States","US",NA,NA,NA,"Tabaxi",NA,"Shortsword|Shortsword|Dagger","1-3","serene_hopper"
NA,"8980b35","632c072df7a807d782c461551014777c","1a7242d","Human","Far Traveler",2019-08-18 14:32:27,"Monk 5","Monk","Way of the Drunken Master",5,"Magic Initiate",38,17,10,20,16,7,14,11,NA,"Athletics|Acrobatics|Religion|Insight|Perception|Performance","Shortsword|Dart|Unarmed strike",NA,"Int",NA,"Canada","CA",NA,NA,NA,"Human",NA,"Shortsword|Dart|Unarmed Strike","4-7","vigorous_mcclintock"
"94f095d","10ee0d9","a0b5d0ae95ed3b5f25bd34ce5f9724fe","7ac59bf","Human","Knight",2019-08-18 13:37:57,"Fighter 3","Fighter","Eldritch Knight",3,NA,34,16,11,17,14,16,11,10,NA,"Acrobatics|Arcana|Religion|Persuasion","Longsword",NA,"Int","fighting style/Dueling","Brazil","BR",NA,NA,NA,"Human",NA,"Longsword","1-3","jolly_germain"
"347268d","4b6f246","4df7e19e3adede37aee9dd4230268c5e","8064d75","Wood Elf","Criminal",2019-08-18 13:03:38,"Rogue 5","Rogue","Assassin",5,"Dual Wielder",33,18,7,21,12,10,17,16,"Chaotic Good","Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception","Shortsword|Shortbow|Dagger",NA,"Int","expertise/Thieves' Tools*Deception","United States","US","CG",NA,NA,"Elf",NA,"Shortsword|Shortbow|Dagger","4-7","cocky_payne"
"6519640","64e8391","f2672f162a91038c46b44ebffca8deec","929f4e7","Human","Mercenary Veteran",2019-08-18 09:21:59,"Cleric 6","Cleric","War Domain",6,"Dual Wielder",41,17,14,9,12,9,14,12,NA,"Athletics|History|Religion|Persuasion","Warhammer|Crossbow, light","Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3","Wis",NA,"United States","US",NA,NA,NA,"Human","Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3","Warhammer|Crossbow, Light","4-7","cool_fermi"
"9d2353d","afd4dca","311c89ec6f293cff29abcb69dc99ffdc","f99a828","Human","Sailor",2019-08-18 09:11:47,"Barbarian 4","Barbarian","Path of the Totem Warrior",4,NA,47,17,18,13,18,13,12,9,"Neutral Good","Athletics|Nature|Perception|Survival","Greataxe|Handaxe|Javelin",NA,"Int",NA,"United States","US","NG",NA,NA,"Human",NA,"Greataxe|Handaxe|Javelin","4-7","charming_antonelli"
"c6ad4a6","ac12642","cbc1ec304f311e2481094a41abbaf3fc","2f43473","Wood Elf","Outlander",2019-08-18 07:08:50,"Ranger 1","Ranger",NA,1,NA,11,16,13,16,12,10,15,10,"Chaotic Neutral","Athletics|Perception|Survival","Shortsword|Longbow",NA,"Wis",NA,"Australia","AU","CN",NA,NA,"Elf",NA,"Shortsword|Longbow","1-3","romantic_shannon"
"ca47b89","12f36bb","d905ac8dcb417d83b1fd4105438f1809","ff742fa","Wood Elf","Hermit",2019-08-18 06:09:50,"Monk 13","Monk","Way of the Open Hand",13,"Grappler",113,19,14,20,16,12,18,13,NA,"Athletics|Acrobatics|Religion|Medicine|Perception","Quarterstaff|Dart|Unarmed Strike",NA,"Wis",NA,"United States","US",NA,NA,NA,"Elf",NA,"Quarterstaff|Dart|Unarmed Strike","12-15","xenodochial_newton"
"c6ad4a6","ac12642","7126141e7d0f553244df5de9c243650d","485fc76","Hill Dwarf","Acolyte",2019-08-18 04:25:45,"Cleric 3","Cleric","Knowledge Domain",3,NA,27,16,11,8,14,12,16,14,"Chaotic Good","Arcana|Nature|Religion|Insight|Medicine|Persuasion","Warhammer|Crossbow, Light","Light*0|Sacred Flame*0|Thaumaturgy*0|Guidance*0|Mending*0|Resistance*0|Spare The Dying*0|Command*1|Identify*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Sanctuary*1|Augury*2|Suggestion*2|Aid*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer Of The Healing*2|Protection From Poison*2|Silence*2|Spiritual Weapon*2|Zone Of The Truth*2","Wis",NA,"Australia","AU","CG",NA,NA,"Dwarf","Light*0|Sacred Flame*0|Thaumaturgy*0|Guidance*0|Mending*0|Resistance*0|Spare the Dying*0|Command*1|Identify*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Sanctuary*1|Augury*2|Suggestion*2|Aid*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer of Healing*2|Protection from Poison*2|Silence*2|Spiritual Weapon*2|Zone of Truth*2","Warhammer|Crossbow, Light","1-3","relaxed_allen"
"c6ad4a6","ac12642","ff68fc7ba7b4f8a5717fdb7e3a67ecc8","485fc76","Hill Dwarf","Acolyte",2019-08-18 03:28:00,"Cleric 3","Cleric","Knowledge Domain",3,NA,27,16,11,8,14,12,16,14,"Chaotic Good","Arcana|Nature|Religion|Insight|Medicine|Persuasion","Warhammer|Crossbow, Light","Light*0|Sacred Flame*0|Thaumaturgy*0|Guidance*0|Mending*0|Resistance*0|Spare The Dying*0|Command*1|Identify*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Sanctuary*1|Augury*2|Suggestion*2|Aid*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer Of The Healing*2|Protection From Poison*2|Silence*2|Spiritual Weapon*2|Zone Of The Truth*2","Wis",NA,"Australia","AU","CG",NA,NA,"Dwarf","Light*0|Sacred Flame*0|Thaumaturgy*0|Guidance*0|Mending*0|Resistance*0|Spare the Dying*0|Command*1|Identify*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Sanctuary*1|Augury*2|Suggestion*2|Aid*2|Enhance Ability*2|Find Traps*2|Gentle Repose*2|Hold Person*2|Lesser Restoration*2|Locate Object*2|Prayer of Healing*2|Protection from Poison*2|Silence*2|Spiritual Weapon*2|Zone of Truth*2","Warhammer|Crossbow, Light","1-3","relaxed_allen"
"c47b4d1","97b6484","ac3daa64443d502623cda159f7f5088a","0ebbc7f","Half-Elf","Criminal",2019-08-18 03:20:51,"Fighter 2|Warlock 3","Fighter|Warlock","|The Hexblade",5,NA,41,18,15,10,14,10,10,17,"CE","Stealth|Arcana|Perception|Deception|Intimidation","Battleaxe|Handaxe","Eldritch Blast*0|Mage Hand*0|Shield (Reaction)*1|Wraithful Smite (Bonus)*1|Hellish Rebuke (Reaction)*1|Invisibility*2","Int","fighting style/Dueling|pact boon/Pact of the Blade|eldritch invocations/Devil's Sight*Improved Pact Weapon","United States","US","CE",NA,NA,"Half-Elf","Eldritch Blast*0|Mage Hand*0|*|Wrathful Smite*1|Hellish Rebuke*1|Invisibility*2","Battleaxe|Handaxe","4-7","relaxed_bell"
"4c4373a","ac12642","8c58a8b34ec5ba5bdd8098d0c1cdcb13","485fc76","Hill Dwarf","Acolyte",2019-08-18 02:30:19,"Cleric 1","Cleric","Knowledge Domain",1,NA,1,16,11,8,14,12,16,14,"Chaotic Good","Arcana|Nature|Religion|Insight","Warhammer|Crossbow, Light","Light*0|Sacred Flame*0|Thaumaturgy*0|Guidance*0|Mending*0|Resistance*0|Spare The Dying*0|Command*1|Identify*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Sanctuary*1","Wis",NA,"Australia","AU","CG",NA,NA,"Dwarf","Light*0|Sacred Flame*0|Thaumaturgy*0|Guidance*0|Mending*0|Resistance*0|Spare the Dying*0|Command*1|Identify*1|Cure Wounds*1|Guiding Bolt*1|Inflict Wounds*1|Sanctuary*1","Warhammer|Crossbow, Light","1-3","relaxed_allen"
NA,"3e77fa0","834b87c5c0cf25045d0017aa7c16d81c","f8a9dd6","Half-elf","Acolyte",2019-08-17 22:23:32,"Warlock 5","Warlock","The Celestial",5,"Elven Accuracy",38,14,8,15,14,10,12,18,"Nuetral Good","Sleight of Hand|Arcana|Religion|Insight|Perception","Sickle|Quarterstaff|Dagger|Eldritch Blast|Chill Touch","Light*0|Sacred Flame*0|Eldritch Blast*0|Chill Touch*0|Minor Illusion*0|Guidance*0|Prestidigitation*0|Spare The Dying*0|Cure Wounds*1|Hex*1|Ceremony (Ritual)*1|Identify (Ritual)*1|Alarm (Ritual)*1|Detect Magic (Ritual)*1|Shatter*2|Lesser Restoration*2|See Invisibility (Ritual)*2|Invisibility (Ritual)*2|Hypnotic Pattern*3|Leomund's Tiny Hut (Ritual)*3|Meld Into Stone (Ritual)*3","Cha","eldritch invocations/Agonizing Blast*Book of Ancient Secrets*Eldritch Spear|pact boon/Pact of the Tome","Canada","CA","NG",NA,NA,"Half-Elf","Light*0|Sacred Flame*0|Eldritch Blast*0|Chill Touch*0|Minor Illusion*0|Guidance*0|Prestidigitation*0|Spare the Dying*0|Cure Wounds*1|Hex*1|Ceremony*1|Identify*1|Alarm*1|Detect Magic*1|Shatter*2|Lesser Restoration*2|See Invisibility*2|Invisibility*2|Hypnotic Pattern*3|Leomund's Tiny Hut*3|Meld Into Stone*3","Sickle|Quarterstaff|Dagger||","4-7","jovial_mccarthy"
"f1766da","d224e27","12e0c31431c1a9e92166415c774f00d7","1c1a86c","Human","Charlatan",2019-08-17 19:49:26,"Bard 5","Bard","College of Lore",5,"Lucky|Actor",43,13,8,16,16,11,12,20,NA,"Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Performance|Persuasion","Rapier|Dagger",NA,"Cha","expertise/Perception","United States","US",NA,NA,NA,"Human",NA,"Rapier|Dagger","4-7","sleepy_dewdney"
NA,"94aa610","736466a2d1d51809a27283d837a140c4","5ee7d44","High Elf","Criminal",2019-08-17 19:06:59,"Wizard 4","Wizard","School of Conjuration",4,NA,29,15,9,18,15,19,14,14,NA,"Stealth|Arcana|Investigation|Perception|Deception","Quarterstaff","Minor Illusion*0|Chill Touch*0|Firebolt*0|Mage Hand*0|Friends*0","Int",NA,"Canada","CA",NA,NA,NA,"Elf","Minor Illusion*0|Chill Touch*0|Fire Bolt*0|Mage Hand*0|Friends*0","Quarterstaff","4-7","nifty_franklin"
"1f7cb16","b26c41f","cf1f86113570a83e3ae5a4b71d2309a8","8353b58","Mountain Dwarf","Soldier",2019-08-17 17:30:50,"Fighter 3","Fighter","Champion",3,NA,35,18,17,13,16,10,12,8,NA,"Athletics|Perception|Survival|Intimidation","Warhammer|Handaxe",NA,"Int","fighting style/Protection","United States","US",NA,NA,NA,"Dwarf",NA,"Warhammer|Handaxe","1-3","upbeat_haslett"
"10661ee","1ed7d8d","904a7f539a805c0c4aebe3003f7b465a","49aa0cc","Lizardfolk","Outlander",2019-08-17 12:50:15,"Druid 6","Druid","Circle of the Moon",6,NA,54,15,14,14,18,10,18,9,NA,"Athletics|Nature|Medicine|Perception|Survival","Scimitar",NA,"Wis",NA,"United States","US",NA,NA,NA,"Lizardfolk",NA,"Scimitar","4-7","kind_davinci"
"10661ee","1ed7d8d","ec3b87fa9ef9dba5d4c1d0d6e9e79801","537733d","Tabaxi","Soldier",2019-08-17 12:44:27,"Fighter 3","Fighter","Champion",3,NA,29,16,18,11,13,11,13,12,NA,"Athletics|Stealth|Insight|Perception|Survival|Intimidation","Greataxe|Morningstar|Crossbow, light",NA,"Int","fighting style/Great Weapon Fighting","United States","US",NA,NA,NA,"Tabaxi",NA,"Greataxe|Morningstar|Crossbow, Light","1-3","unruffled_williams"
"7a9c0be","3de08ec","f8e506cf7c52ebe002ac581547bc0260","cb08704","Dragonborn","Acolyte",2019-08-17 12:43:55,"Sorcerer 1","Sorcerer","Wild Magic",1,NA,6,11,15,12,10,9,10,20,NA,"Arcana|Religion|Insight|Persuasion","Crossbow, light|Dagger","chill touch*0|mending*0|message*0|mage hand*0|magic missile*1|shield*1","Cha",NA,"United Kingdom","GB",NA,NA,NA,"Dragonborn","Chill Touch*0|Mending*0|Message*0|Mage Hand*0|Magic Missile*1|Shield*1","Crossbow, Light|Dagger","1-3","affectionate_driscoll"
"10661ee","1ed7d8d","a233f5e89b9de0c26e9198ab477f5448","73c70e3","Tabaxi","Acolyte",2019-08-17 12:42:07,"Warlock 2","Warlock","The Great Old One",2,NA,15,13,8,14,12,10,6,14,NA,"Stealth|Arcana|Religion|Insight|Perception|Deception","Crossbow, light|Dagger",NA,"Cha","eldritch invocations/Mask of Many Faces*Agonizing Blast","United States","US",NA,NA,NA,"Tabaxi",NA,"Crossbow, Light|Dagger","1-3","ecstatic_panini"
"10661ee","1ed7d8d","81c6fc978f297aa67ce40e330e756873","022ae16","Tabaxi","Soldier",2019-08-17 12:39:17,"Fighter 1","Fighter",NA,1,NA,11,18,15,12,13,9,9,10,NA,"Athletics|Acrobatics|Stealth|Insight|Perception|Intimidation","Longsword|Crossbow, light",NA,"Int","fighting style/Dueling","United States","US",NA,NA,NA,"Tabaxi",NA,"Longsword|Crossbow, Light","1-3","cool_stallman"
"5121cd2","e3f6603","bbb8c617c64cabcf8f7a0d09270cd2ce","abaca3a","Wood Elf","Hermit",2019-08-17 12:36:11,"Druid 14","Druid","Circle of the Moon",14,NA,154,12,10,12,17,10,20,11,"Neutral Good","Nature|Religion|Animal Handling|Medicine|Perception","Spear|Scimitar","Produce Flame*0|Thorn Whip*0|Druidcraft*0|Create/Destroy Water*1|Detect Magic*1|Cure Wounds*1|Jump*2|Flaming Sphere*2|Hold Person*2|Locate Object*2|Call Lightning*3|Speak With Plants*3|Spike Growth*3|Windwall*3|Polymorph*4|Reincarnation*5|Contagion*5|Primordial Ward*6|Wall of Thorns*6","Wis",NA,"United States","US","NG",NA,NA,"Elf","Produce Flame*0|Thorn Whip*0|Druidcraft*0|Create or Destroy Water*1|Detect Magic*1|Cure Wounds*1|*|Flaming Sphere*2|Hold Person*2|Locate Object*2|Call Lightning*3|Speak with Plants*3|*|Wind Wall*3|Polymorph*4|Reincarnate*5|Contagion*5|Primordial Ward*6|Wall of Thorns*6","Spear|Scimitar","12-15","admiring_ramanujan"
"10661ee","1ed7d8d","3c595cf8948726d8ced56a02eda92c3c","cfd1afa","Tabaxi","Criminal",2019-08-17 12:35:20,"Rogue 1","Rogue",NA,1,NA,8,13,12,15,11,11,8,10,NA,"Athletics|Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception","Shortbow|Dagger|Scimitar",NA,"Int","expertise/Stealth*Acrobatics","United States","US",NA,NA,NA,"Tabaxi",NA,"Shortbow|Dagger|Scimitar","1-3","musing_proskuriakova"
"10661ee","1ed7d8d","6812b4a525097e8da868e21f400ae610","d0d7189","Dragonborn","Sailor",2019-08-17 12:29:50,"Fighter 5","Fighter","Eldritch Knight",5,NA,56,16,16,16,16,12,14,17,NA,"Athletics|Acrobatics|Perception|Intimidation","Rapier|Crossbow, light","Frostbite *0|Gust*0|Ice Knife*1|Fog Cloud*1|Armor Of Agathys*1","Cha","fighting style/Dueling","United States","US",NA,NA,NA,"Dragonborn","Frostbite*0|Gust*0|Ice Knife*1|Fog Cloud*1|Armor of Agathys*1","Rapier|Crossbow, Light","4-7","distracted_goodall"
