Class_ID,Class_Name,Ability,HP,Training,subclass,Proficiency
,Blood Hunter,Athletics,186,Research,Order of the Profane Soul,Spell Sniper
,Monk,Nature,36,Pit Fighting,Way of the Four Elements,Observent
,Rogue,Diplomacy,39,Crafting an Item,Mastermind,Resilient
,Fighter,Stealth,30,Selling a Magic Item,Battle Master,Lucky
,Fighter,Diplomacy,26,Pit Fighting,Battle Master,Great Weapon Master
,Fighter,Streetwise,26,Selling a Magic Item,Battle Master,Sharpshooter
,Mystic|Barbarian,Bluff,466,Relaxation,Order of the Wu Jen|Path of the Totem Warrior,Lucky
,Monk,Stealth,9,Crime,,Dual Wielder
,Sorcerer,Endurance,73,Sacred Rites,Phoenix,Sharpshooter
,Fighter|Warlock,Endurance,75,Sowing Rumors,Battle Master|The Great Old One,Actor
,Paladin,Streetwise,40,Sowing Rumors,Oath of Conquest,Spell Sniper
,Paladin,Stealth,40,Carousing,Oath of Conquest,Medium Armor
,Paladin,Dungeoneering,14,Carousing,,Observent
,Barbarian,Intimidate,14,Work,,Crossbow Expert
,Fighter,Diplomacy,68,Gambling,gunslinger,Elven Accuracy
,Paladin,Bluff,12,Buying a Magic Item,,Dual Wielder
,Warlock,Heal,31,Pit Fighting,The Fiend,Polearm Master
,Cleric,Endurance,27,Religious Service,Forge Domain,Spell Sniper
,Druid,Arcana,27,Stronghold,Circle of Dreams,Medium Armor
,Paladin,Bluff,70,Selling a Magic Item,Oath of the Crown,Great Weapon Master
,Wizard,Arcana,14,Stronghold,School of Evocation,Shield Master
,Rogue,Bluff,21,Carousing,Assassin,Actor
,Fighter|Barbarian,Athletics,138,Work,Battle Master|Path of the Berserker,Lucky
,Fighter,Streetwise,68,Carousing,gunslinger,Sentinel
,Fighter,Bluff,19,Scribing a Spell Scroll,,Lucky
,Sorcerer,Stealth,116,Work,Wild Magic,Defensive Duelist
,Rogue,Nature,7,Research,,Lucky
,Wizard,Nature,8,Sacred Rites,,Spell Sniper
,Cleric,Heal,10,Religious Service,War Domain,Actor
,Cleric,Thievery,56,Gambling,Tempest Domain,Defensive Duelist
,Rogue,Arcana,9,Sowing Rumors,,Alert
,Rogue,Insight,7,Language,,Crossbow Expert
,Barbarian,Insight,32,Sowing Rumors,Path of the Totem Warrior,Great Weapon Master
,Wizard,Streetwise,27,Tool,,Prodigy
,Monk,Nature,27,Language,Way of the Open Hand,War Caster
,Cleric,Diplomacy,27,Research,Death Domain,Polearm Master
,Fighter,Endurance,25,Buying a Magic Item,Champion,Elven Accuracy
,Paladin,Bluff,34,Scribing a Spell Scroll,Oath of Vengeance,Mobile
,Druid,Thievery,30,Carousing,Circle of the Moon,Sharpshooter
,Bard,Heal,27,Research,College of Glamour,Prodigy
,Wizard,Stealth,60,Buying a Magic Item,School of Necromancy,Medium Armor
,Rogue,Intimidate,75,Tool,Assassin,Lucky
,Paladin,Heal,68,Stronghold,Oath of Vengeance,Medium Armor
,Barbarian,Athletics,85,Carousing,Path of the Berserker,Crossbow Expert
,Bard,Diplomacy,59,Relaxation,College of Lore,Defensive Duelist
,Barbarian,Religion,14,Carousing,,Great Weapon Master
,Barbarian,Thievery,14,Scribing a Spell Scroll,,Tough
,Barbarian,Streetwise,122,Crime,Path of the Battlerager,Sharpshooter
,Druid,Dungeoneering,42,Scribing a Spell Scroll,Circle of the Moon,Crossbow Expert
,Monk,Diplomacy,10,Crime,,Alert
,Fighter,Religion,54,Religious Service,Battle Master,Tough
,Paladin,Thievery,12,Work,,Dual Wielder
,Ranger,Arcana,50,Relaxation,Beast Master,Tough
,Bard,Intimidate,10,Tool,,Tough
,Bard|Warlock,Intimidate,42,Crime,College of Glamour|The Celestial,Prodigy
,Warlock,Diplomacy,24,Religious Service,The Hexblade,Shield Master
,Ranger,Arcana,25,Scribing a Spell Scroll,Monster Slayer,Alert
,Paladin,Dungeoneering,94,Language,Oath of Vengeance,Crossbow Expert
,Sorcerer,Intimidate,17,Crafting an Item,Storm Sorcery,Elven Accuracy
,Ranger,Nature,48,Gambling,Hunter,Spell Sniper
,Wizard,Insight,20,Carousing,School of Necromancy,Resilient
,Druid,Thievery,18,Carousing,Circle of the Moon,Prodigy
,Fighter,Nature,21,Religious Service,Eldritch Knight,Shield Master
,Bard,Endurance,39,Tool,College of Whispers,Resilient
,Bard,Stealth,24,Carousing,College of Whispers,Sentinel
,Fighter|Sorcerer,Streetwise,125,Religious Service,Cavalier|Shadow Magic,Great Weapon Master
,Ranger|Druid,Dungeoneering,92,Gambling,Beast Master|Circle of the Shepherd,Polearm Master
,Cleric,Religion,11,Scribing a Spell Scroll,Forge Domain,Elven Accuracy
,Cleric,Arcana,11,Religious Service,Forge Domain,Mobile
,Monk,Nature,32,Gambling,Way of the Drunken Master,Spell Sniper
,Barbarian,Diplomacy,191,Language,Path of the Ancestral Guardian,Actor
,Fighter|Paladin,Thievery,155,Language,Battle Master|,Defensive Duelist
,Fighter,Religion,92,Language,Arcane Archer,Prodigy
,Monk,Bluff,121,Sowing Rumors,Way of the Open Hand,Elven Accuracy
,Fighter,Bluff,12,Selling a Magic Item,,Elven Accuracy
,Barbarian,Athletics,14,Language,,Crossbow Expert
,Ranger,Endurance,11,Crime,,Spell Sniper
,Wizard,Religion,9,Religious Service,,Actor
,Cleric,Dungeoneering,8,Crime,Light Domain,Tough
,Bard,Diplomacy,9,Carousing,,Defensive Duelist
,Sorcerer,Nature,26,Research,Shadow Magic,Crossbow Expert
,Ranger,Streetwise,10,Carousing,,Elven Accuracy
,Fighter|Cleric,Dungeoneering,84,Work,Battle Master|Forge Domain,Actor
,Paladin|Sorcerer,Thievery,78,Crime,|Divine Soul,Crossbow Expert
,Monk,Thievery,43,Crime,Way of the Kensei,Mobile
,Monk,Thievery,43,Carousing,Way of the Kensei,Great Weapon Master
,Paladin|Sorcerer,Heal,78,Work,|Divine Soul,Mobile
,Fighter,Arcana,28,Gambling,Battle Master,Polearm Master
,Paladin|Sorcerer,Endurance,68,Tool,|Divine Soul,Polearm Master
,Bard,Nature,40,Stronghold,College of Valor,Shield Master
,Barbarian,Stealth,90,Tool,Path of the Berserker,Defensive Duelist
,Wizard,Heal,63,Relaxation,School of Evocation,Resilient
,Bard,Religion,45,Selling a Magic Item,College of Valor,Polearm Master
,Sorcerer,Heal,54,Sacred Rites,Wild Magic,Great Weapon Master
,Paladin,Nature,72,Sacred Rites,Oath of Devotion,Alert
,Ranger,Arcana,63,Relaxation,Hunter,Sentinel
,Monk,Diplomacy,54,Selling a Magic Item,Way of Shadow,Dual Wielder
,Barbarian,Intimidate,95,Sacred Rites,Path of the Ancestral Guardian,Prodigy
,Bard,Intimidate,18,Carousing,College of Lore,Medium Armor
,Bard,Athletics,37,Crafting an Item,College of Whispers,Spell Sniper
,Barbarian,Arcana,60,Scribing a Spell Scroll,Path of the Berserker,Alert
,Fighter,Religion,52,Stronghold,Champion,Dual Wielder
,Rogue,Heal,48,Work,Thief,Polearm Master
,Bard,Endurance,24,Sacred Rites,College of Lore,Crossbow Expert
,Fighter,Insight,28,Selling a Magic Item,Champion,Dual Wielder
,Cleric,Nature,17,Buying a Magic Item,Trickery Domain,Elven Accuracy
,Rogue,Insight,10,Buying a Magic Item,,Medium Armor
,Barbarian,Religion,15,Crafting an Item,,War Caster
,Druid,Dungeoneering,10,Selling a Magic Item,,Observent
,Cleric,Endurance,12,Tool,Arcana Domain,Observent
,Monk,Endurance,45,Language,Way of the Long Death,Defensive Duelist
,Monk|Fighter,Dungeoneering,86,Religious Service,Way of the Open Hand|Battle Master,Spell Sniper
,Bard,Religion,10,Stronghold,,Polearm Master
,Wizard,Athletics,103,Gambling,School of Conjuration,Shield Master
,Rogue,Streetwise,97,Sowing Rumors,Swashbuckler,Polearm Master
,Druid,Thievery,129,Research,Circle of Dreams,Tough
,Fighter,Bluff,164,Crime,Champion,Alert
,Bard,Streetwise,10,Research,,Mobile
,Fighter,Religion,134,Sowing Rumors,Arcane Archer,Alert
,Barbarian,Arcana,301,Crime,Path of the Storm Herald,Mobile
,Monk|Fighter,Nature,86,Carousing,Way of the Open Hand|Battle Master,Spell Sniper
,Warlock,Nature,11,Buying a Magic Item,The Hexblade,Defensive Duelist
,Monk,Stealth,9,Selling a Magic Item,,Prodigy
,Ranger,Arcana,11,Carousing,,Medium Armor
,Cleric,Endurance,9,Relaxation,Light Domain,Defensive Duelist
,Barbarian,Nature,10,Buying a Magic Item,,Sentinel
,Wizard,Endurance,7,Carousing,,Observent
,Druid,Religion,9,Sowing Rumors,,Polearm Master
,Fighter,Religion,13,Crime,,Sentinel
,Sorcerer,Nature,9,Stronghold,Draconic Bloodline,War Caster
,Bard,Bluff,8,Sacred Rites,,Medium Armor
,Paladin,Diplomacy,12,Language,,Medium Armor
,Rogue,Thievery,9,Buying a Magic Item,,Sharpshooter
,Warlock,Arcana,10,Language,The Archfey,Elven Accuracy
,Cleric,Bluff,10,Gambling,Trickery Domain,Alert
,Barbarian,Stealth,41,Work,Path of the Ancestral Guardian,Alert
,Rogue,Diplomacy,26,Tool,Arcane Trickster,Shield Master
,Druid,Arcana,146,Religious Service,Circle of the Moon,Defensive Duelist
,Barbarian,Arcana,61,Selling a Magic Item,Path of the Storm Herald,Resilient
,Wizard,Insight,56,Crime,School of Divination,Alert
,Barbarian,Endurance,108,Pit Fighting,Path of the Berserker,Alert
,Ranger,Bluff,97,Scribing a Spell Scroll,Hunter,Mobile
,Rogue,Nature,78,Pit Fighting,Swashbuckler,Crossbow Expert
,Monk,Dungeoneering,92,Work,Way of the Drunken Master,Sentinel
,Bard,Bluff,69,Tool,College of Valor,Spell Sniper
,Fighter,Insight,107,Sacred Rites,Battle Master,Shield Master
,Fighter,Thievery,11,Language,,Great Weapon Master
,Warlock,Religion,66,Carousing,The Hexblade,Elven Accuracy
,Bard,Intimidate,27,Selling a Magic Item,College of Lore,Observent
,Rogue|Fighter|Ranger,Religion,75,Religious Service,||Gloom Stalker,Sentinel
,Cleric,Nature,39,Tool,Grave Domain,Sharpshooter
,Monk|Fighter,Religion,86,Sowing Rumors,Way of the Open Hand|Battle Master,Alert
,Warlock,Thievery,66,Carousing,The Hexblade,Crossbow Expert
,Rogue,Thievery,52,Buying a Magic Item,Assassin,Defensive Duelist
,Fighter,Thievery,34,Stronghold,Champion,Lucky
,Druid,Diplomacy,11,Crafting an Item,,Shield Master
,Cleric|Wizard,Athletics,33,Carousing,Forge Domain|,War Caster
,Wizard,Stealth,20,Scribing a Spell Scroll,School of Evocation,Lucky
,Cleric|Wizard,Heal,33,Carousing,Forge Domain|,Crossbow Expert
,Rogue,Thievery,24,Carousing,Assassin,Lucky
,Barbarian,Diplomacy,32,Research,Path of the Zealot,War Caster
,Warlock,Diplomacy,21,Religious Service,The Archfey,Shield Master
,Cleric,Athletics,10,Work,Forge Domain,Mobile
,Barbarian,Bluff,15,Sacred Rites,,Alert
,Cleric,Thievery,48,Language,Forge Domain,Spell Sniper
,Fighter,Heal,154,Pit Fighting,Champion,Lucky
,Sorcerer,Intimidate,8,Carousing,Draconic Bloodline,Sharpshooter
,Fighter,Stealth,11,Work,,Resilient
,Paladin,Stealth,10,Sowing Rumors,,Sharpshooter
,Wizard,Thievery,9,Sowing Rumors,,Elven Accuracy
,Ranger,Nature,11,Religious Service,,War Caster
,Rogue,Thievery,36,Gambling,Thief,Observent
,Sorcerer,Streetwise,8,Research,Wild Magic,Crossbow Expert
,Bard,Intimidate,7,Selling a Magic Item,,Shield Master
,Rogue,Bluff,37,Crafting an Item,Scout,Dual Wielder
,Barbarian,Diplomacy,44,Pit Fighting,Path of the Zealot,Mobile
,Paladin,Insight,35,Tool,Oath of Ancients,Lucky
,Druid,Nature,37,Sowing Rumors,Circle of the Land,Spell Sniper
,Cleric,Intimidate,34,Sacred Rites,Life Domain,Defensive Duelist
,Wizard|Rogue,Heal,20,Sacred Rites,School of Transmutation|,Elven Accuracy
,Rogue,Endurance,24,Religious Service,Assassin,Tough
,Sorcerer,Dungeoneering,22,Language,Storm Sorcery,Elven Accuracy
,Cleric,Thievery,41,Relaxation,Life Domain,Tough
,Cleric,Intimidate,41,Crime,Life Domain,Great Weapon Master
,Blood Hunter,Streetwise,12,Crafting an Item,,Polearm Master
,Druid,Arcana,17,Stronghold,Circle of the Moon,Sharpshooter
,Rogue|Fighter,Nature,36,Scribing a Spell Scroll,|Arcane Archer,Sentinel
,Ranger,Heal,22,Carousing,,Alert
,Rogue,Arcana,48,Religious Service,Arcane Trickster,Crossbow Expert
,Rogue,Heal,13,Crime,,Tough
,Bard,Intimidate,13,Crime,,Mobile
,Barbarian,Arcana,18,Scribing a Spell Scroll,,Polearm Master
,Sorcerer,Arcana,6,Language,Wild Magic,Crossbow Expert
,Sorcerer,Insight,7,Stronghold,Draconic Bloodline,Prodigy
,Sorcerer,Athletics,101,Sacred Rites,Draconic Bloodline,Actor
,Blood Hunter,Arcana,12,Sacred Rites,,Observent
,Monk,Arcana,9,Carousing,,Shield Master
,Fighter,Insight,73,Pit Fighting,Battle Master,Great Weapon Master
,Druid,Dungeoneering,45,Selling a Magic Item,Circle of Dreams,Shield Master
,Paladin,Insight,62,Crafting an Item,Oath of Devotion,Crossbow Expert
,Rogue,Endurance,10,Buying a Magic Item,,Great Weapon Master
,Monk,Heal,10,Carousing,,Lucky
,Monk,Insight,10,Buying a Magic Item,,Actor
,Cleric,Intimidate,9,Sacred Rites,Knowledge Domain,Observent
,Monk,Religion,24,Carousing,Way of the Four Elements,Shield Master
,Monk,Thievery,17,Selling a Magic Item,,Medium Armor
,Monk,Religion,10,Pit Fighting,,War Caster
,Rogue,Endurance,51,Tool,Assassin,Mobile
,Paladin,Intimidate,20,Pit Fighting,,Tough
,Fighter,Heal,96,Buying a Magic Item,Arcane Archer,Mobile
,Revised Ranger,Heal,23,Selling a Magic Item,Beast Conclave,Mobile
,Fighter,Streetwise,64,Work,Champion,Alert
,Sorcerer,Heal,40,Gambling,Storm Sorcery,Elven Accuracy
,Monk,Diplomacy,60,Research,Way of the Open Hand,Observent
,Barbarian|Druid,Heal,130,Language,Path of the Storm Herald|Circle of Spores,Crossbow Expert
,Fighter,Thievery,162,Scribing a Spell Scroll,Gunslinger,Mobile
,Paladin|Sorcerer,Thievery,93,Work,Oath of Conquest|Shadow Magic,Prodigy
,Fighter,Endurance,65,Selling a Magic Item,Champion,Shield Master
,Ranger,Dungeoneering,60,Scribing a Spell Scroll,Horizon Walker,Sentinel
,Bard,Thievery,8,Pit Fighting,,Observent
,Sorcerer,Thievery,14,Crafting an Item,Storm Sorcery,Shield Master
,Rogue,Bluff,16,Research,,Defensive Duelist
,Barbarian,Thievery,55,Tool,Path of the Ancestral Guardian,Elven Accuracy
,Monk,Arcana,41,Language,Way of the Four Elements,Prodigy
,Ranger,Nature,35,Carousing,Monster Slayer,Shield Master
,Rogue,Intimidate,24,Religious Service,Assassin,Mobile
,Sorcerer,Stealth,33,Carousing,Wild Magic,Resilient
,Fighter,Dungeoneering,13,Sacred Rites,,Spell Sniper
,Rogue,Insight,10,Crime,,Crossbow Expert
,Bard,Bluff,47,Religious Service,College of Lore,Observent
,Monk,Arcana,9,Scribing a Spell Scroll,,Prodigy
,Ranger,Endurance,12,Scribing a Spell Scroll,,Prodigy
,Bard,Thievery,10,Stronghold,,Shield Master
,Cleric,Intimidate,9,Selling a Magic Item,Death Domain,Medium Armor
,Rogue,Thievery,40,Carousing,Arcane Trickster,Sentinel
,Bard,Streetwise,28,Relaxation,College of Whispers,Spell Sniper
,Druid|Barbarian,Stealth,33,Pit Fighting,Circle of the Land|,Shield Master
,Paladin,Bluff,44,Selling a Magic Item,Oath of Ancients,Actor
,Monk,Heal,33,Selling a Magic Item,Way of the Open Hand,Dual Wielder
,Fighter,Insight,115,Buying a Magic Item,Arcane Archer,Crossbow Expert
,Sorcerer,Athletics,7,Crafting an Item,Shadow Magic,War Caster
,Paladin,Heal,48,Relaxation,Oath of Ancients,Alert
,Ranger,Dungeoneering,31,Relaxation,Gloom Stalker,Sharpshooter
,Rogue,Heal,52,Work,Assassin,Sentinel
,Fighter,Streetwise,20,Crafting an Item,,War Caster
,Cleric,Nature,17,Scribing a Spell Scroll,Forge Domain,Observent
,Fighter,Dungeoneering,20,Gambling,,Polearm Master
,Bard,Intimidate,9,Stronghold,,Defensive Duelist
,Rogue,Heal,9,Scribing a Spell Scroll,,Shield Master
,Wizard,Athletics,10,Buying a Magic Item,School of Evocation,Shield Master
,Rogue,Arcana,19,Religious Service,,Mobile
,Fighter,Heal,22,Selling a Magic Item,,Crossbow Expert
,Cleric,Religion,19,Work,War Domain,Elven Accuracy
,Fighter,Stealth,22,Selling a Magic Item,,Polearm Master
,Cleric,Insight,33,Sacred Rites,Life Domain,Sentinel
,Bard,Intimidate,11,Pit Fighting,,Polearm Master
,Druid,Diplomacy,10,Tool,,Mobile
,Wizard,Dungeoneering,8,Research,,Medium Armor
,Barbarian,Heal,30,Religious Service,Path of the Berserker,Lucky
,Rogue,Insight,24,Pit Fighting,,Lucky
,Barbarian,Nature,59,Crime,Path of the Totem Warrior,Actor
,Barbarian|Druid,Stealth,37,Work,|Circle of the Moon,Spell Sniper
,Monk,Intimidate,9,Language,,Alert
,Monk,Nature,17,Stronghold,,Defensive Duelist
,Sorcerer,Nature,6,Crafting an Item,Divine Soul,Shield Master
,Wizard,Arcana,82,Scribing a Spell Scroll,School of Evocation,Polearm Master
,Ranger,Athletics,18,Relaxation,,Shield Master
,Barbarian,Stealth,23,Crime,,Defensive Duelist
,Monk,Heal,26,Gambling,Way of the Sun Soul,Spell Sniper
,Rogue,Religion,32,Stronghold,Arcane Trickster,Shield Master
,Ranger,Thievery,12,Language,,Dual Wielder
,Wizard,Endurance,21,Relaxation,School of Necromancy,Sentinel
,Wizard,Heal,21,Research,School of Conjuration,Crossbow Expert
,Warlock,Endurance,209,Gambling,The Great Old One,Elven Accuracy
,Rogue|Sorcerer,Nature,41,Pit Fighting,Mastermind|Wild Magic,Spell Sniper
,Fighter,Stealth,31,Pit Fighting,Cavalier,Polearm Master
,Ranger,Thievery,28,Tool,Monster Slayer,War Caster
,Bard,Streetwise,21,Buying a Magic Item,College of Glamour,Resilient
,Rogue,Diplomacy,5,Crime,,War Caster
,Fighter,Arcana,12,Sacred Rites,,Tough
,Barbarian,Arcana,7,Scribing a Spell Scroll,,Alert
,Cleric,Stealth,19,Sacred Rites,Life Domain,Medium Armor
,Bard,Religion,108,Crime,College of Glamour,War Caster
,Ranger,Diplomacy,39,Gambling,Beast Master,Dual Wielder
,Fighter|Rogue,Insight,57,Sowing Rumors,Eldritch Knight|Arcane Trickster,Crossbow Expert
,Fighter|Rogue,Nature,51,Selling a Magic Item,Eldritch Knight|,Sentinel
,Fighter|Rogue,Insight,44,Language,Eldritch Knight|,Mobile
,Fighter|Rogue,Religion,37,Relaxation,Eldritch Knight|,Medium Armor
,Barbarian,Bluff,35,Language,Path of the Totem Warrior,Elven Accuracy
,Sorcerer|Fighter,Intimidate,58,Relaxation,Draconic Bloodline|,Sharpshooter
,Fighter|Rogue,Nature,37,Tool,Eldritch Knight|,Shield Master
,Monk,Athletics,24,Stronghold,Way of the Open Hand,Dual Wielder
,Cleric,Diplomacy,25,Pit Fighting,Forge Domain,Tough
,Cleric,Heal,25,Relaxation,Forge Domain,Polearm Master
,Fighter,Dungeoneering,11,Sacred Rites,,Observent
,Sorcerer,Insight,8,Stronghold,Storm Sorcery,Lucky
,Ranger,Arcana,10,Religious Service,,Prodigy
,Fighter|Warlock,Intimidate,67,Pit Fighting,Eldritch Knight|The Fiend,Alert
,Rogue|Fighter,Arcana,252,Sowing Rumors,Assassin|Sharpshooter,Polearm Master
,Paladin,Stealth,255,Pit Fighting,Oath of Vengeance,Dual Wielder
,Monk,Arcana,10,Work,,Great Weapon Master
,Rogue,Insight,9,Carousing,,Lucky
,Fighter,Endurance,44,Carousing,Battle Master,Dual Wielder
,Barbarian,Streetwise,14,Pit Fighting,,Mobile
,Fighter,Athletics,12,Religious Service,,Spell Sniper
,Fighter,Stealth,12,Relaxation,,Spell Sniper
,Rogue,Arcana,20,Sacred Rites,Assassin,Shield Master
,Ranger,Bluff,26,Crafting an Item,Beast Master,Shield Master
,Paladin,Athletics,23,Carousing,Oath of Vengeance,Actor
,Barbarian,Diplomacy,36,Religious Service,Path of the Totem Warrior,Observent
,Fighter,Dungeoneering,28,Research,Battle Master,War Caster
,Fighter,Athletics,41,Crime,Champion,Mobile
,Druid,Religion,20,Pit Fighting,Circle of the Land,Mobile
,Cleric,Insight,28,Research,Light Domain,Lucky
,Bard,Arcana,50,Crime,College of Lore,Dual Wielder
,Ranger|Druid,Streetwise,92,Selling a Magic Item,Beast Master|Circle of the Shepherd,Spell Sniper
,Monk,Dungeoneering,32,Selling a Magic Item,Way of the Drunken Master,Sharpshooter
,Cleric,Endurance,78,Carousing,Forge Domain,Lucky
,Sorcerer,Dungeoneering,24,Work,Draconic Bloodline,Mobile
,Monk,Thievery,24,Pit Fighting,Way of the Sun Soul,Resilient
,Paladin,Dungeoneering,52,Work,Oath of Ancients,Sharpshooter
,Paladin,Bluff,109,Relaxation,Oath of Vengeance,Actor
,Sorcerer,Endurance,31,Buying a Magic Item,Wild Magic,Alert
,Paladin,Religion,60,Sacred Rites,Oath of Conquest,Medium Armor
,Bard,Arcana,27,Crafting an Item,College of Valor,Sentinel
,Warlock,Nature,30,Scribing a Spell Scroll,The Undying,War Caster
,Fighter,Arcana,10,Sowing Rumors,,Medium Armor
,Fighter,Athletics,12,Tool,,Actor
,Fighter,Bluff,10,Language,,Alert
,Ranger,Bluff,58,Religious Service,Gloom Stalker,Crossbow Expert
,Sorcerer,Stealth,8,Language,Storm Sorcery,War Caster
,Monk,Religion,73,Religious Service,Way of the Open Hand,Crossbow Expert
,Wizard,Bluff,7,Crime,,Crossbow Expert
,Fighter|Sorcerer|Paladin,Heal,46,Religious Service,|Divine Soul|,Tough
,Sorcerer|Warlock,Thievery,54,Research,Shadow Magic|The Archfey,Tough
,Sorcerer|Warlock,Bluff,16,Stronghold,Shadow Magic|The Archfey,Resilient
,Sorcerer,Endurance,18,Gambling,Wild Magic,Elven Accuracy
,Rogue|Sorcerer,Nature,17,Carousing,|Wild Magic,Prodigy
,Bard,Streetwise,18,Relaxation,College of Glamour,Actor
,Rogue|Cleric,Arcana,73,Stronghold,Arcane Trickster|Order Domain,War Caster
,Fighter,Arcana,84,Crafting an Item,Champion,Alert
,Rogue,Arcana,11,Language,,Tough
,Druid,Stealth,12,Language,,Actor
,Fighter,Endurance,56,Sacred Rites,Eldritch Knight,Lucky
