BG_ID,BG_Name,Story,Job,Characteristics
,Entertainer,To be written by player,Entrepreneur,Polite
,Urban Bounty Hunter,To be written by player,Academic,Slow
,Entertainer,To be written by player,Athlete, Illiterate
,Entertainer,To be written by player,Emergency Services,Easygoing
,Noble,To be written by player,Technician,Abrasiveness
,City Watch,To be written by player,Heir,Cautious
,Guild Artisan,To be written by player,Drifter,Hard of hearing
,Urchin,To be written by player,Criminal,Focused
,Acolyte,To be written by player,Academic,Detached
,Charlatan,To be written by player,Athlete,Brawler
,Sage,To be written by player,Law Enforcement,Uncivilized
,Sailor,To be written by player,Shadow Scholar,Polite
,Far Traveler,To be written by player,Rural,Slow
,Knight,To be written by player,Academic,Uncivilized
,Charlatan,To be written by player,Gladiator,Hardy
,Entertainer,To be written by player,Academic,Distinctive
,Hermit,To be written by player,Criminal,Aggression
,Soldier - Healer,To be written by player,Hedge Wizard,Brawler
,Acolyte,To be written by player,Military,Focused
,Entertainer,To be written by player,Gladiator,Detached
,Entertainer,To be written by player,Military,Hard of hearing
,Criminal,To be written by player,Psychic,Hardy
,Acolyte,To be written by player,Investigative,Hard of hearing
,Sage,To be written by player,Creative,Brawler
,Folk Hero,To be written by player,Investigative,Slow
,Guild Member - Justice,To be written by player,Drifter,Relentless
,Far Traveler,To be written by player,Creative,Specialized
,Guild Member - Technology,To be written by player,Celebrity,Specialized
,Charlatan,To be written by player,Investigative,Easygoing
,Criminal,To be written by player,Drifter,Slow
,Faction Agent,To be written by player,Investigative,Hard of hearing
,Soldier,To be written by player,Doctor,Brawler
,Sailor,To be written by player,Criminal,Relentless
,Sailor,To be written by player,Athlete,Dishonesty
,Acolyte,To be written by player,Shadow Scholar,Specialized
,Acolyte,To be written by player,Celebrity,Detached
,Soldier,To be written by player,Adventurer,Farsighted
,Hermit,To be written by player,Athlete,Focused
,Mercenary Veteran,To be written by player,Hedge Wizard,Slow
,Barbarian Tribe Member,To be written by player,Academic,Slow
,Haunted One,To be written by player,Athlete,Aggression
,Custom,To be written by player,Entrepreneur,Abrasiveness
,Noble,To be written by player,Aporthecary,Dishonesty
,Sailor,To be written by player,Investigative,Polite
,Sage,To be written by player,Religious, Illiterate
,Sage,To be written by player,Shadow Scholar,Distinctive
,Hermit,To be written by player,Dilettante,Hardy
,Charlatan,To be written by player,Outcast,Abrasiveness
,Sage,To be written by player,Athlete,Easygoing
,Guild Member - Spycraft,To be written by player,Hedge Wizard,Absent-Minded
,Criminal,To be written by player,Blue Collar,Uncivilized
,Custom,To be written by player,Colonist,Hardy
,Soldier,To be written by player,Dilettante,Uncivilized
,Criminal,To be written by player,Colonist,Uncivilized
,Noble,To be written by player,White Collar,Hardy
,Outlander,To be written by player,Dilettante,Dishonesty
,Soldier,To be written by player,Squire,Slow
,Entertainer,To be written by player,Blue Collar,Distinctive
,Hermit,To be written by player,Hedge Wizard,Farsighted
,Entertainer,To be written by player,Aporthecary,Brawler
,Criminal,To be written by player,Celebrity,Easygoing
,Hermit,To be written by player,Transporter,Honest
,Folk Hero,To be written by player,Criminal,Suspicious
,Folk Hero,To be written by player,Entrepreneur,Aggression
,City Watch,To be written by player,Squire,Brawler
,Urban Bounty Hunter,To be written by player,Law Enforcement,Brawler
,Acolyte,To be written by player,Doctor,Specialized
,Noble,To be written by player,Athlete,Aggression
,Soldier,To be written by player,Academic,Farsighted
,Guild Member - Justice,To be written by player,Drifter,Hardy
,Barbarian Tribe Member,To be written by player,Law Enforcement,Dishonesty
,Criminal,To be written by player,Hedge Wizard,Absent-Minded
,Entertainer,To be written by player,Investigative,Abrasiveness
,Noble,To be written by player,Emergency Services,Distinctive
,Sailor,To be written by player,Heir,Easygoing
,Charlatan,To be written by player,Investigative,Relentless
,Soldier,To be written by player,Entrepreneur,Distinctive
,Folk Hero,To be written by player,Criminal,Detached
,Charlatan,To be written by player,Heir,Cautious
,Soldier,To be written by player,Gladiator,Honest
,Sage,To be written by player,Aporthecary,Inattentive
,Soldier,To be written by player,Drifter,Suspicious
,Barbarian Tribe Member,To be written by player,Transporter,Hardy
,Far Traveler,To be written by player,Squire,Easygoing
,Criminal,To be written by player,Aporthecary,Uncivilized
,Folk Hero,To be written by player,Emergency Services,Aggression
,Criminal,To be written by player,Aporthecary,Focused
,Criminal,To be written by player,Transporter,Focused
,Outlander,To be written by player,Shadow Scholar,Abrasiveness
,Outlander,To be written by player,Entrepreneur,Specialized
,Sage,To be written by player,Dilettante, Illiterate
,Criminal,To be written by player,Shadow Scholar,Focused
,Criminal,To be written by player,Colonist,Cautious
,Haunted One,To be written by player,Military,Detached
,Charlatan,To be written by player,Scavenger,Brawler
,Mercenary Veteran,To be written by player,Novitiate,Focused
,Folk Hero,To be written by player,Technician,Relentless
,Sailor,To be written by player,Religious,Aggression
,Sailor,To be written by player,Celebrity,Cautious
,Sailor,To be written by player,Emergency Services,Absent-Minded
,Acolyte,To be written by player,Psychic,Aggression
,Far Traveler,To be written by player,Outcast, Illiterate
,Knight,To be written by player,Creative,Hard of hearing
,Sage,To be written by player,Gladiator,Brawler
,Sailor,To be written by player,Technician,Slow
,Haunted One,To be written by player,Astronaut Trainee,Brawler
,Outlander,To be written by player,Rural,Focused
,Noble,To be written by player,Creative,Honest
,Custom,To be written by player,Drifter,Suspicious
,Custom,To be written by player,Investigative, Illiterate
,Custom,To be written by player,Squire,Dishonesty
,Knight,To be written by player,Transporter,Inattentive
,Far Traveler,To be written by player,Squire,Dishonesty
,Entertainer,To be written by player,Adventurer,Inattentive
,Urban Bounty Hunter,To be written by player,Celebrity,Honest
,Outlander,To be written by player,Military,Specialized
,Folk Hero,To be written by player,Psychic,Focused
,Urchin,To be written by player,White Collar,Easygoing
,Sage,To be written by player,White Collar,Relentless
,Urban Bounty Hunter,To be written by player,Hedge Wizard,Cautious
,Soldier,To be written by player,Squire,Farsighted
,Criminal,To be written by player,Novitiate,Aggression
,Haunted One,To be written by player,Outcast,Slow
,Hermit,To be written by player,Entrepreneur,Dishonesty
,Noble,To be written by player,Emergency Services,Polite
,Hermit,To be written by player,Celebrity,Absent-Minded
,Criminal,To be written by player,Heir,Detached
,Custom,To be written by player,Colonist,Absent-Minded
,Acolyte,To be written by player,Shadow Scholar,Brawler
,Criminal,To be written by player,Athlete, Illiterate
,Urban Bounty Hunter,To be written by player,Military,Hardy
,Soldier,To be written by player,Academic,Cautious
,Charlatan,To be written by player,Entrepreneur,Polite
,Haunted One,To be written by player,Transporter,Cautious
,Inheritor,To be written by player,Academic, Illiterate
,Knight,To be written by player,Transporter,Dishonesty
,Port City Noble,To be written by player,Dilettante,Uncivilized
,Mercenary Veteran,To be written by player,Dilettante,Hardy
,Custom,To be written by player,Entrepreneur,Specialized
,Folk Hero,To be written by player,Investigative,Dishonesty
,Outlander,To be written by player,Law Enforcement,Polite
,Sage,To be written by player,Squire,Inattentive
,Custom,To be written by player,Celebrity,Detached
,Entertainer,To be written by player,Military,Farsighted
,Soldier,To be written by player,Law Enforcement,Hardy
,Crocodile Hunter,To be written by player,Shadow Scholar,Easygoing
,Criminal,To be written by player,Squire,Inattentive
,Entertainer,To be written by player,Law Enforcement,Inattentive
,Spy,To be written by player,Military,Easygoing
,Charlatan,To be written by player,Hedge Wizard,Specialized
,Guild Artisan,To be written by player,Heir,Uncivilized
,Guild Artisan,To be written by player,Adventurer,Dishonesty
,Haunted One,To be written by player,Celebrity,Detached
,Outlander,To be written by player,Athlete,Hardy
,Far Traveler,To be written by player,Investigative,Honest
,Faction Agent,To be written by player,Celebrity,Uncivilized
,Sailor,To be written by player,Astronaut Trainee,Farsighted
,Nomad,To be written by player,Emergency Services,Farsighted
,Nomad,To be written by player,Adventurer, Illiterate
,Clan Crafter,To be written by player,Squire,Honest
,Sailor,To be written by player,Shadow Scholar,Hardy
,Faction Agent,To be written by player,Heir,Polite
,Clan Crafter,To be written by player,Religious,Dishonesty
,Acolyte,To be written by player,Technician,Polite
,Outlander,To be written by player,Emergency Services,Polite
,Outlander,To be written by player,Outcast,Brawler
,Outlander,To be written by player,Heir,Aggression
,Outlander,To be written by player,Religious,Absent-Minded
,Outlander,To be written by player,Rural,Brawler
,Outlander,To be written by player,Gladiator,Inattentive
,Outlander,To be written by player,Religious,Hardy
,Outlander,To be written by player,Drifter,Farsighted
,Folk Hero,To be written by player,Rural,Inattentive
,Acolyte,To be written by player,Heir,Farsighted
,Urban Bounty Hunter,To be written by player,Creative, Illiterate
,Acolyte,To be written by player,Emergency Services,Absent-Minded
,Custom,To be written by player,Rural,Hard of hearing
,Custom,To be written by player,Academic,Specialized
,Outlander,To be written by player,Squire,Dishonesty
,Noble,To be written by player,Athlete,Dishonesty
,Criminal,To be written by player,Transporter, Illiterate
,Soldier,To be written by player,Dilettante,Hardy
,Spy,To be written by player,Adventurer,Suspicious
,Outlander,To be written by player,Drifter,Focused
,Knight,To be written by player,Student, Illiterate
,Criminal,To be written by player,Scavenger,Inattentive
,Criminal,To be written by player,Creative,Absent-Minded
,Guild Artisan,To be written by player,Emergency Services,Detached
,Urban Bounty Hunter,To be written by player,Law Enforcement,Uncivilized
,Acolyte,To be written by player,Drifter,Suspicious
,Folk Hero,To be written by player,Squire,Hard of hearing
,Far Traveler,To be written by player,Technician,Specialized
,Guild Artisan,To be written by player,Investigative,Cautious
,Acolyte,To be written by player,Technician,Farsighted
,Acolyte,To be written by player,Transporter,Focused
,Sailor,To be written by player,Doctor,Relentless
,Sage,To be written by player,Aporthecary,Dishonesty
,Charlatan,To be written by player,Novitiate,Farsighted
,Noble,To be written by player,Dilettante,Easygoing
,Criminal,To be written by player,Investigative,Hardy
,Outlander,To be written by player,Shadow Scholar,Dishonesty
,Soldier,To be written by player,Gladiator,Hard of hearing
,Folk Hero,To be written by player,Novitiate,Hard of hearing
,Urchin,To be written by player,Novitiate,Detached
,Outlander,To be written by player,Adventurer,Specialized
,Hermit,To be written by player,Emergency Services,Specialized
,Acolyte,To be written by player,Academic,Slow
,Guild Artisan,To be written by player,Military,Uncivilized
,Entertainer,To be written by player,Technician,Farsighted
,Pirate,To be written by player,White Collar,Dishonesty
,Urchin,To be written by player,Gladiator,Aggression
,Magician's Assistant,To be written by player,Psychic,Farsighted
