Spell_ID,Spell_Name,Type,Level,Components,Range,Duration,Casting_Time
,Harm,Abjuration,7,s,90,90,1
,Haste,Abjuration,8,v s,30,120,10
,Fireball,Divination,4,v s m,0,0,10
,Arcane Sword,Enchantment,3,v s m,90,60,1
,Arcane Eye,Transmutation,2,s,0,120,10
,Animal Shape,Divination,3,m,60,90,8
,Fireball,Transmutation,6,v,90,120,8
,Antimagic Field,Transmutation,7,v,0,30,8
,Animal Friendship,Divination,2,m,60,30,0
,Insect Plague,Illusions,3,v s m,30,90,1
,Animate dead,Necromancy,2,v,60,60,8
,Gust of Wind,Divination,6,v s m,90,120,0
,Alter Self,Conjuration,4,v s m,60,120,1
,Enthrall,Illusions,9,s,90,60,1
,Alarm,Abjuration,10,v s,120,120,1
,Freezing Sphere,Divination,6,m,30,90,1
,Hideous Laughter,Enchantment,1,v s,30,60,8
,Freezing Sphere,Illusions,3,v s m,0,120,8
,Animate dead,Evocation,9,v s m,90,60,10
,Arcane Sword,Conjuration,9,v s m,30,90,10
,Aid,Transmutation,1,v s,0,60,8
,Inflict Wounds,Abjuration,7,v s,60,0,10
,Animal Messenger,Divination,2,v,0,30,0
,Antlife Shell,Illusions,8,v s m,0,90,1
,Rope Trick,Divination,1,v s m,30,30,8
,Arcane Hand,Enchantment,8,v,60,0,10
,Haste,Necromancy,1,s,90,0,8
,Arcane Lock,Divination,1,v s m,30,120,8
,Insect Plague,Evocation,10,v s m,60,30,8
,Fly,Evocation,2,v,30,0,1
,Animal Friendship,Abjuration,5,m,60,30,0
,Harm,Evocation,8,s,120,120,10
,Animal Friendship,Transmutation,10,v s,30,0,0
,Antlife Shell,Conjuration,9,s,90,30,8
,Antlife Shell,Divination,5,m,120,120,8
,Animate dead,Conjuration,3,v,120,60,0
,Fireball,Conjuration,2,v,0,120,10
,Sequester,Necromancy,10,v,90,60,0
,Fireball,Abjuration,9,m,120,0,0
,Banishment,Conjuration,10,v,30,90,8
,Rope Trick,Transmutation,9,v s m,30,90,8
,Animal Shape,Transmutation,9,m,0,60,10
,Haste,Abjuration,10,v,90,60,10
,Entangle,Illusions,6,m,90,60,0
,Animal Friendship,Necromancy,8,v s,120,30,0
,Fly,Divination,8,v,60,30,10
,Aid,Transmutation,6,v s,60,30,8
,Alter Self,Transmutation,8,m,120,60,0
,Freezing Sphere,Transmutation,4,v,60,0,1
,Beacon of Hope,Transmutation,1,s,120,0,10
,Alarm,Necromancy,9,v s,30,0,0
,Clone,Necromancy,4,v,90,90,10
,Haste,Divination,2,v s m,0,120,8
,Clairvoyance,Evocation,10,s,120,30,1
,Color Spray,Abjuration,1,v,60,30,1
,Haste,Evocation,9,v,30,30,10
,Bane,Necromancy,6,v s m,0,90,0
,Animal Friendship,Enchantment,9,v s,0,30,1
,Harm,Illusions,6,v s,90,120,0
,Bane,Transmutation,5,v,30,90,1
,Insect Plague,Divination,6,v s,0,0,10
,Arcane Hand,Necromancy,4,v s m,30,90,0
,Haste,Enchantment,9,m,90,30,0
,Antlife Shell,Divination,4,v,90,0,8
,Clairvoyance,Necromancy,7,v,60,0,0
,Sequester,Abjuration,10,v s m,60,30,8
,Fly,Conjuration,2,v s m,120,120,1
,Animal Friendship,Conjuration,3,m,90,90,0
,Rope Trick,Necromancy,3,v s,120,90,8
,Entangle,Transmutation,5,v s m,120,120,0
,Freezing Sphere,Necromancy,10,v s,90,90,8
,Entangle,Conjuration,2,m,30,0,10
,Alter Self,Transmutation,3,v,90,0,8
,Banishment,Illusions,3,v,60,60,10
,Arcane Hand,Enchantment,10,v,60,120,8
,Arcane Lock,Transmutation,7,v s m,0,120,8
,Animal Messenger,Transmutation,6,m,60,30,10
,Aid,Divination,8,m,90,120,8
,Arcane Eye,Enchantment,8,s,120,0,10
,Animate Objects,Enchantment,8,v s m,60,30,0
,Animal Shape,Abjuration,4,m,0,0,1
,Bane,Evocation,7,v s m,0,90,0
,Hideous Laughter,Evocation,2,v,120,60,1
,Fireball,Abjuration,2,v s,0,30,0
,Antipathy Sympathy,Illusions,8,s,60,30,0
,Haste,Transmutation,5,s,0,30,8
,Animal Messenger,Evocation,4,m,60,30,10
,Freezing Sphere,Evocation,8,m,30,0,1
,Entangle,Divination,1,v s,60,30,8
,Inflict Wounds,Transmutation,7,v s m,90,60,1
,Aid,Illusions,5,v,30,90,0
,Antipathy Sympathy,Abjuration,9,v s,30,30,10
,Hideous Laughter,Enchantment,6,m,30,120,0
,Harm,Divination,8,s,90,30,0
,Antimagic Field,Conjuration,7,v s,90,120,10
,Beacon of Hope,Evocation,2,v,90,120,10
,Aid,Illusions,6,m,60,0,10
,Animal Friendship,Conjuration,8,v,30,60,0
,Harm,Conjuration,1,m,0,90,8
,Animate Objects,Transmutation,7,v s m,60,0,0
,Arcane Hand,Conjuration,8,v s,60,120,10
,Enthrall,Enchantment,1,m,120,60,8
,Alarm,Illusions,2,s,0,120,10
,Animal Shape,Evocation,2,v s m,0,120,8
,Bane,Necromancy,10,s,60,0,8
,Clone,Abjuration,4,v s m,60,0,8
,Gust of Wind,Divination,8,m,120,60,1
,Hideous Laughter,Divination,10,v,90,30,10
,Animal Friendship,Necromancy,4,s,90,30,8
,Alarm,Necromancy,9,v,60,30,8
,Harm,Conjuration,8,s,90,0,10
,Alter Self,Enchantment,10,v,30,90,8
,Aid,Transmutation,1,m,30,0,0
,Alarm,Evocation,5,m,120,90,8
,Alter Self,Illusions,5,v,30,120,1
,Antimagic Field,Necromancy,4,v s,0,60,8
,Animal Shape,Illusions,5,s,120,0,10
,Animate dead,Abjuration,10,s,60,90,0
,Sequester,Divination,8,v,30,30,10
,Alarm,Abjuration,10,s,30,120,10
,Fly,Evocation,7,s,90,60,10
,Arcane Lock,Divination,4,v s,30,0,1
,Insect Plague,Transmutation,7,v s m,60,30,1
,Animal Shape,Abjuration,8,v s,60,60,10
,Entangle,Abjuration,5,m,120,60,0
,Animal Messenger,Evocation,6,v s m,60,120,1
,Hideous Laughter,Illusions,9,v s m,0,0,0
,Color Spray,Transmutation,7,s,0,60,0
,Antlife Shell,Illusions,7,v s,60,60,0
,Beacon of Hope,Enchantment,8,v,0,60,10
,Clairvoyance,Transmutation,7,s,120,120,1
,Animate Objects,Transmutation,8,v s m,0,60,8
,Fireball,Conjuration,9,v s,60,60,10
,Animate dead,Illusions,8,s,90,90,8
,Harm,Necromancy,8,s,30,60,10
,Entangle,Abjuration,8,m,0,90,8
,Animal Messenger,Conjuration,8,v s m,90,0,0
,Banishment,Transmutation,10,s,60,60,10
,Fireball,Necromancy,9,m,30,120,1
,Fly,Transmutation,5,v s,30,60,1
,Hideous Laughter,Illusions,1,v s m,90,0,1
,Alarm,Illusions,10,m,120,90,0
,Antlife Shell,Abjuration,1,v s,90,30,1
,Gust of Wind,Divination,8,m,30,0,8
,Haste,Abjuration,2,v s m,0,120,8
,Clone,Abjuration,1,m,90,0,8
,Acid Splash,Enchantment,6,v,30,120,0
,Antlife Shell,Enchantment,2,v s m,60,120,1
,Secret Chest,Evocation,5,v s,90,0,8
,Freezing Sphere,Enchantment,3,s,120,90,1
,Freezing Sphere,Necromancy,7,v s m,90,30,10
,Fireball,Abjuration,9,v s,90,90,1
,Aid,Divination,2,s,120,60,10
,Enthrall,Divination,4,v,30,30,0
,Inflict Wounds,Transmutation,4,v s,0,30,10
,Animal Friendship,Transmutation,5,v,60,0,1
,Alter Self,Enchantment,10,v s,30,0,8
,Clone,Illusions,9,m,120,60,8
,Gust of Wind,Enchantment,7,m,30,60,8
,Aid,Divination,10,v s m,0,120,8
,Fly,Illusions,1,v,30,90,1
,Enthrall,Enchantment,10,m,0,0,1
,Animal Friendship,Necromancy,3,v s m,120,60,8
,Arcane Hand,Transmutation,7,v s m,30,90,10
,Arcane Hand,Illusions,7,s,0,90,10
,Animal Shape,Abjuration,4,s,0,0,1
,Insect Plague,Necromancy,9,m,30,90,10
,Aid,Illusions,2,m,120,120,8
,Fly,Conjuration,4,v,30,30,0
,Animal Shape,Transmutation,1,s,90,120,1
,Alarm,Enchantment,8,v s m,30,120,0
,Enthrall,Abjuration,6,v s,120,90,1
,Insect Plague,Divination,5,v s,120,30,8
,Color Spray,Divination,1,v s,0,0,8
,Fireball,Necromancy,9,v,60,60,0
,Gust of Wind,Divination,8,v,0,0,8
,Banishment,Necromancy,6,m,60,30,0
,Clairvoyance,Illusions,5,s,0,120,1
,Arcane Hand,Evocation,5,v s,60,0,8
,Acid Splash,Enchantment,9,v,0,60,8
,Haste,Evocation,6,v,90,60,10
,Antimagic Field,Enchantment,8,v s,30,60,1
,Sequester,Transmutation,2,s,60,60,8
,Beacon of Hope,Conjuration,3,s,90,0,0
,Banishment,Enchantment,1,v s,120,30,8
,Clone,Illusions,8,s,30,120,1
,Clone,Abjuration,9,m,90,60,1
,Secret Chest,Transmutation,3,v s m,30,120,0
,Animate dead,Evocation,8,v s,30,30,0
,Bane,Illusions,3,v s,60,90,0
,Animal Messenger,Evocation,4,v s,60,30,0
,Antlife Shell,Transmutation,3,v,0,0,10
,Rope Trick,Divination,1,m,60,30,0
,Sequester,Enchantment,7,m,0,120,10
,Acid Arrow,Necromancy,1,v s,0,0,10
,Acid Splash,Conjuration,10,v,30,120,8
,Antipathy Sympathy,Enchantment,10,m,120,0,1
,Antipathy Sympathy,Enchantment,10,m,0,60,10
,Secret Chest,Evocation,6,s,0,0,0
,Aid,Conjuration,4,v s,60,30,1
,Beacon of Hope,Abjuration,9,s,90,0,8
,Harm,Divination,9,v s,30,90,0
,Secret Chest,Divination,3,v,90,120,0
,Antimagic Field,Divination,8,m,30,0,1
,Harm,Divination,6,v s m,120,120,10
,Bane,Evocation,1,v,60,90,10
,Secret Chest,Conjuration,3,m,90,0,8
,Animate Objects,Evocation,2,v s,0,60,8
,Alter Self,Divination,4,v s m,120,90,0
,Sequester,Divination,7,v s m,30,60,10
,Aid,Evocation,10,v,90,60,1
,Fly,Enchantment,3,v s,60,60,10
,Alter Self,Evocation,6,v s m,120,0,10
,Acid Arrow,Conjuration,6,s,120,90,10
,Animate Objects,Enchantment,1,v s m,120,30,0
,Secret Chest,Evocation,2,v,0,30,1
,Sequester,Conjuration,3,v s m,0,30,1
,Fireball,Enchantment,2,v s,30,30,1
,Sequester,Conjuration,1,s,90,90,0
,Bane,Abjuration,2,v s,60,0,0
,Freezing Sphere,Abjuration,6,s,120,90,8
,Bane,Divination,9,m,30,60,1
,Aid,Illusions,6,s,120,0,1
,Clone,Abjuration,1,v,0,90,8
,Arcane Lock,Transmutation,2,v,30,30,10
,Fly,Conjuration,9,v,90,90,1
,Acid Arrow,Illusions,6,m,30,120,1
,Beacon of Hope,Abjuration,9,v s m,120,60,1
,Haste,Necromancy,10,v s,120,90,1
,Antipathy Sympathy,Abjuration,1,v,90,0,1
,Arcane Sword,Evocation,10,s,60,120,10
,Enthrall,Transmutation,3,s,30,0,1
,Inflict Wounds,Illusions,8,v s m,60,120,1
,Inflict Wounds,Divination,7,v,30,0,10
,Antimagic Field,Divination,10,m,120,90,0
,Insect Plague,Transmutation,9,m,90,120,10
,Animal Messenger,Enchantment,5,v,90,90,10
,Arcane Sword,Enchantment,8,v s,120,90,1
,Antlife Shell,Necromancy,1,m,0,60,10
,Fly,Illusions,3,v s m,90,30,1
,Animal Messenger,Necromancy,3,s,90,90,0
,Sequester,Evocation,8,m,120,120,8
,Animate dead,Enchantment,1,s,60,0,1
,Rope Trick,Necromancy,5,v s,90,0,8
,Aid,Transmutation,2,v s,120,90,1
,Animal Shape,Evocation,10,v s,0,120,8
,Gust of Wind,Necromancy,4,s,30,30,10
,Arcane Hand,Divination,6,m,60,60,0
,Aid,Transmutation,1,m,0,0,1
,Arcane Lock,Illusions,3,v s m,0,120,10
,Insect Plague,Abjuration,9,v s m,60,120,1
,Secret Chest,Necromancy,8,v,0,30,0
,Enthrall,Illusions,10,m,30,30,1
,Banishment,Divination,4,s,60,0,10
,Inflict Wounds,Conjuration,4,m,60,0,1
,Aid,Illusions,3,v s,90,30,0
,Inflict Wounds,Transmutation,6,s,0,0,8
,Sequester,Evocation,9,m,60,0,0
,Banishment,Divination,3,m,0,90,10
,Bane,Enchantment,9,v,120,90,10
,Fly,Evocation,5,v,120,30,8
,Clone,Divination,8,s,120,60,1
,Arcane Lock,Illusions,1,v,30,60,1
,Hideous Laughter,Evocation,6,v s m,60,90,1
,Antipathy Sympathy,Evocation,8,v s,120,0,8
,Animal Friendship,Abjuration,5,s,0,0,8
,Antimagic Field,Abjuration,7,s,60,90,1
,Aid,Illusions,6,s,90,90,1
,Freezing Sphere,Conjuration,2,s,90,90,1
,Arcane Lock,Transmutation,8,v s,30,90,0
,Alarm,Enchantment,10,v,90,90,1
,Color Spray,Necromancy,8,m,60,0,0
,Alter Self,Abjuration,6,v s,120,0,10
,Animate dead,Necromancy,5,v s,30,0,10
,Animal Messenger,Enchantment,4,s,0,60,0
,Aid,Illusions,3,v s m,30,0,10
,Secret Chest,Transmutation,6,s,60,90,10
,Clairvoyance,Divination,4,v,90,30,1
,Bane,Evocation,1,v s m,120,120,10
,Banishment,Abjuration,9,m,60,120,0
,Animate dead,Evocation,8,v,60,90,0
,Arcane Sword,Necromancy,6,s,60,30,8
,Clone,Evocation,7,v s m,0,120,0
,Arcane Sword,Transmutation,7,v s,120,0,0
,Inflict Wounds,Illusions,2,v s m,0,30,10
,Aid,Transmutation,4,m,90,0,10
,Banishment,Enchantment,9,v s m,60,120,8
,Animal Messenger,Conjuration,10,s,90,30,1
,Hideous Laughter,Evocation,3,s,30,120,0
,Clairvoyance,Enchantment,6,v s,30,0,1
,Alarm,Conjuration,7,s,60,90,1
,Banishment,Evocation,5,v s,90,60,10
,Animate Objects,Illusions,10,v s m,90,0,8
,Haste,Enchantment,5,m,30,90,0
,Acid Arrow,Enchantment,7,v s,90,30,8
,Harm,Evocation,1,v s m,120,60,0
,Haste,Conjuration,5,s,120,120,10
,Bane,Conjuration,7,s,30,30,10
,Insect Plague,Conjuration,7,s,90,30,0
,Animal Friendship,Abjuration,7,v s m,120,90,10
,Insect Plague,Transmutation,1,m,90,90,1
,Acid Splash,Evocation,7,v,30,30,1
,Gust of Wind,Enchantment,8,s,120,60,10
,Sequester,Conjuration,9,s,0,60,0
,Arcane Hand,Conjuration,7,v s m,30,0,10
,Arcane Lock,Transmutation,6,v s m,0,30,1
,Color Spray,Divination,9,m,120,120,8
,Haste,Enchantment,3,s,60,120,1
,Bane,Enchantment,3,s,90,30,10
,Rope Trick,Necromancy,2,v,30,120,1
,Banishment,Illusions,5,v s m,30,30,10
,Clone,Evocation,6,s,30,0,8
,Banishment,Divination,4,m,30,30,1
,Bane,Illusions,1,s,30,0,10
,Animate Objects,Necromancy,9,v s m,30,0,10
,Alarm,Illusions,10,m,90,90,0
,Entangle,Conjuration,4,v s m,60,30,1
,Banishment,Transmutation,10,v s m,120,60,1
,Gust of Wind,Enchantment,6,m,90,120,8
,Animal Messenger,Illusions,1,m,90,30,10
,Harm,Abjuration,1,s,90,60,10
,Clone,Illusions,6,v s,0,120,1
,Animal Shape,Enchantment,8,v,30,30,8
,Animate Objects,Necromancy,1,v s,30,120,0
,Arcane Eye,Abjuration,1,m,0,120,0
,Acid Splash,Divination,3,m,0,0,0
,Gust of Wind,Conjuration,10,v s,60,60,10
,Arcane Eye,Abjuration,5,v s m,0,0,0
,Antipathy Sympathy,Divination,4,m,120,120,8
,Insect Plague,Abjuration,1,v s,30,30,8
,Animal Messenger,Abjuration,3,v,0,60,1
,Clairvoyance,Illusions,7,v s,0,0,10
,Antimagic Field,Illusions,9,v s m,0,90,10
,Entangle,Conjuration,10,s,30,0,8
,Fireball,Abjuration,2,s,30,120,0
,Bane,Illusions,8,v,90,30,10
,Antlife Shell,Enchantment,8,v s,90,0,8
,Antipathy Sympathy,Evocation,7,v,90,120,1
,Antipathy Sympathy,Abjuration,2,v,60,60,1
,Fly,Enchantment,10,s,120,0,0
,Antipathy Sympathy,Transmutation,2,m,90,60,8
,Arcane Lock,Evocation,9,v,60,0,10
,Harm,Necromancy,5,v s m,90,90,10
,Arcane Sword,Divination,4,v,90,0,1
,Acid Splash,Conjuration,9,v s m,120,90,8
,Arcane Lock,Evocation,4,v,120,60,10
,Arcane Lock,Enchantment,2,s,60,120,8
,Antimagic Field,Enchantment,9,m,30,60,8
,Rope Trick,Evocation,1,v s,90,0,10
,Entangle,Divination,10,s,120,120,8
,Animate dead,Abjuration,6,v s m,30,120,1
,Animal Friendship,Necromancy,3,v,120,0,0
,Aid,Conjuration,5,s,30,120,0
,Arcane Eye,Evocation,3,v,0,60,0
,Alarm,Transmutation,7,m,60,0,8
,Hideous Laughter,Evocation,2,v s m,60,30,1
,Antlife Shell,Evocation,10,m,30,120,8
,Acid Arrow,Conjuration,10,m,30,120,1
,Gust of Wind,Evocation,10,s,90,0,0
,Arcane Sword,Enchantment,1,v s,90,60,10
,Arcane Eye,Conjuration,6,v s,60,120,8
,Freezing Sphere,Divination,1,m,60,90,8
,Insect Plague,Necromancy,1,m,0,90,10
,Insect Plague,Conjuration,2,m,120,120,0
,Clone,Illusions,2,v s,90,120,8
,Hideous Laughter,Divination,5,s,90,90,10
,Enthrall,Evocation,1,v s,30,120,1
,Antimagic Field,Transmutation,3,v s m,0,90,10
,Color Spray,Transmutation,3,v,30,0,1
,Antimagic Field,Abjuration,5,v,30,60,8
,Gust of Wind,Enchantment,7,m,90,0,1
,Aid,Enchantment,6,v s,90,90,10
,Gust of Wind,Conjuration,1,v s,30,0,0
,Color Spray,Illusions,1,v,120,30,10
,Fireball,Evocation,2,v s,60,0,0
,Antlife Shell,Abjuration,5,s,0,120,10
,Arcane Eye,Divination,6,s,90,90,1
,Insect Plague,Divination,5,v,30,60,1
,Harm,Abjuration,8,s,90,90,0
,Inflict Wounds,Transmutation,6,v s m,30,30,1
,Animate Objects,Conjuration,7,v,30,30,0
,Arcane Eye,Evocation,2,v,30,30,10
,Banishment,Necromancy,10,s,90,30,1
,Acid Arrow,Illusions,9,v,120,30,10
,Enthrall,Illusions,10,v s,120,30,1
,Arcane Eye,Enchantment,10,v s,0,90,10
,Haste,Abjuration,5,s,0,0,8
,Animal Shape,Evocation,2,m,0,30,0
,Enthrall,Necromancy,7,v,90,120,10
,Clairvoyance,Transmutation,9,s,90,30,0
,Arcane Hand,Abjuration,10,v s,0,0,0
,Acid Splash,Evocation,5,v,60,30,1
,Antipathy Sympathy,Illusions,10,v,30,120,8
,Clone,Necromancy,3,s,90,0,10
,Enthrall,Enchantment,6,v,90,90,8
,Hideous Laughter,Conjuration,5,m,0,120,1
,Entangle,Divination,9,v s m,120,120,0
,Animal Messenger,Divination,7,s,30,30,10
,Haste,Necromancy,10,m,90,60,8
,Antlife Shell,Illusions,3,m,90,0,8
,Insect Plague,Transmutation,6,v s,0,0,10
,Banishment,Conjuration,3,v,0,90,1
,Bane,Enchantment,4,v s m,60,120,10
,Harm,Conjuration,9,v,30,30,0
,Rope Trick,Transmutation,8,v,60,30,1
,Aid,Divination,5,v,0,30,8
,Prismatic Wall,Conjuration,6,s,120,120,1
,Animate dead,Abjuration,4,m,30,120,8
,Animate Objects,Necromancy,6,s,60,90,10
,Fly,Necromancy,9,s,0,30,8
,Arcane Sword,Evocation,4,v,0,120,0
,Sequester,Transmutation,4,s,60,0,1
,Animate dead,Evocation,9,v s,0,30,0
,Beacon of Hope,Transmutation,10,v s m,60,0,0
,Animate Objects,Divination,10,m,90,60,1
,Arcane Hand,Necromancy,9,m,60,60,1
,Aid,Illusions,7,v,30,120,8
,Acid Arrow,Enchantment,7,v s,30,60,10
,Alter Self,Abjuration,3,v,30,120,0
,Animate Objects,Enchantment,4,m,60,0,1
,Hideous Laughter,Abjuration,4,s,90,60,0
,Animate Objects,Evocation,10,m,60,90,10
,Clone,Divination,6,s,90,90,1
,Antimagic Field,Necromancy,4,s,120,60,1
,Clone,Illusions,2,v,0,30,10
,Gust of Wind,Evocation,4,m,0,30,0
,Antlife Shell,Evocation,3,s,60,120,0
,Haste,Transmutation,4,v,30,0,0
,Animal Messenger,Conjuration,2,m,120,90,10
,Acid Splash,Evocation,6,m,60,60,8
,Fly,Evocation,3,m,0,120,0
,Antimagic Field,Conjuration,3,v,30,120,8
,Animate dead,Necromancy,6,s,90,120,8
,Animal Messenger,Evocation,2,s,60,0,0
,Hideous Laughter,Enchantment,3,v s,0,90,1
,Alarm,Transmutation,5,v s m,0,90,1
,Fireball,Conjuration,6,s,30,120,8
,Rope Trick,Abjuration,5,v s,60,30,8
,Enthrall,Evocation,6,v,30,120,8
,Banishment,Necromancy,1,v s,120,120,8
,Bane,Enchantment,5,s,120,120,0
,Color Spray,Abjuration,4,v s m,90,0,10
,Beacon of Hope,Necromancy,8,v s,120,120,10
,Arcane Sword,Enchantment,9,m,60,0,0
,Haste,Illusions,10,s,90,90,0
,Prismatic Wall,Transmutation,10,v,30,90,0
,Haste,Necromancy,3,s,30,120,1
,Acid Arrow,Enchantment,7,s,90,60,1
,Fireball,Illusions,5,v s,90,0,0
,Arcane Sword,Abjuration,8,v s m,0,60,10
,Alarm,Transmutation,9,s,0,60,0
,Entangle,Illusions,9,m,60,0,1
,Acid Splash,Abjuration,8,s,90,90,10
,Enthrall,Divination,6,v,60,90,10
,Arcane Eye,Abjuration,7,s,60,90,8
,Color Spray,Conjuration,8,m,60,60,8
,Animate Objects,Illusions,5,s,90,120,1
,Bane,Conjuration,7,v s,60,120,1
,Clairvoyance,Evocation,7,m,60,0,0
,Animal Friendship,Enchantment,2,v s,90,90,0
,Alarm,Evocation,3,v s m,0,60,0
,Banishment,Conjuration,10,v,0,60,8
,Beacon of Hope,Necromancy,9,m,120,120,8
,Prismatic Wall,Necromancy,3,m,30,120,8
,Acid Arrow,Illusions,4,v s,60,90,10
,Banishment,Evocation,3,m,0,120,10
,Alter Self,Transmutation,5,v,0,120,8
,Arcane Eye,Necromancy,6,v s m,60,30,1
,Alter Self,Conjuration,1,m,0,0,10
,Aid,Enchantment,6,v s m,30,30,1
,Antipathy Sympathy,Abjuration,1,v,90,120,0
,Clairvoyance,Necromancy,1,v s,0,30,8
,Insect Plague,Transmutation,6,v,120,60,10
,Hideous Laughter,Enchantment,3,s,30,60,0
,Hideous Laughter,Enchantment,3,v s m,60,120,8
,Animal Messenger,Illusions,5,s,30,120,10
,Prismatic Wall,Enchantment,1,v,60,90,8
,Animal Friendship,Necromancy,4,v,120,90,0
,Acid Arrow,Abjuration,6,v s m,120,0,8
,Clone,Necromancy,4,s,90,0,8
,Acid Arrow,Transmutation,3,s,90,60,0
,Freezing Sphere,Divination,1,m,0,0,8
,Prismatic Wall,Illusions,6,v s m,90,90,10
,Animate Objects,Necromancy,3,s,120,0,10
,Gust of Wind,Conjuration,1,m,30,30,10
,Arcane Hand,Divination,1,s,30,120,8
,Bane,Abjuration,9,v s m,0,60,1
,Inflict Wounds,Divination,5,m,30,30,10
,Rope Trick,Evocation,1,v s m,60,30,0
,Entangle,Abjuration,8,m,30,0,1
,Prismatic Wall,Divination,2,v,30,0,10
,Secret Chest,Transmutation,10,v s,60,0,1
,Insect Plague,Enchantment,8,v,0,120,10
,Fly,Necromancy,2,v,90,60,1
,Bane,Necromancy,2,v s,60,120,10
,Beacon of Hope,Abjuration,10,v s,30,90,10
,Arcane Hand,Enchantment,4,v,60,30,10
,Arcane Sword,Illusions,10,v s,120,30,8
,Hideous Laughter,Necromancy,2,s,30,90,1
,Arcane Hand,Transmutation,6,s,60,30,10
,Acid Splash,Illusions,10,v,90,30,8
,Clone,Transmutation,2,v,120,30,8
,Arcane Hand,Divination,1,v s m,30,0,8
,Aid,Transmutation,10,v,120,60,8
,Antimagic Field,Enchantment,2,v s m,120,0,8
,Antlife Shell,Illusions,9,v s,30,60,0
,Aid,Illusions,6,m,30,30,10
,Fly,Transmutation,5,m,60,0,10
,Bane,Illusions,1,s,30,90,10
,Animate dead,Conjuration,8,v s m,30,0,8
,Arcane Sword,Conjuration,4,v,30,60,0
,Gust of Wind,Necromancy,3,s,30,90,10
,Freezing Sphere,Divination,8,v,30,0,8
,Fly,Conjuration,3,v,90,120,10
,Rope Trick,Evocation,6,v s,30,30,10
,Harm,Abjuration,5,s,30,0,8
,Secret Chest,Illusions,9,m,120,120,0
,Enthrall,Divination,3,v,30,60,0
,Aid,Evocation,4,m,60,0,8
,Inflict Wounds,Transmutation,4,v s m,30,120,1
,Clairvoyance,Divination,9,s,60,0,0
,Antimagic Field,Divination,8,v,30,30,1
,Color Spray,Divination,1,m,120,90,10
,Entangle,Conjuration,6,v s,30,30,1
,Color Spray,Enchantment,6,v,60,60,8
,Gust of Wind,Enchantment,4,v s,0,30,10
,Secret Chest,Divination,4,v s m,30,60,8
,Acid Splash,Necromancy,9,v,90,60,1
,Bane,Abjuration,8,v s,60,60,1
,Rope Trick,Transmutation,8,m,90,90,8
,Arcane Eye,Enchantment,1,v s,30,60,8
,Hideous Laughter,Illusions,6,m,30,120,1
,Banishment,Evocation,10,v s,0,30,0
,Alarm,Abjuration,10,v s,0,30,10
,Antipathy Sympathy,Necromancy,7,v s,120,0,0
,Antlife Shell,Illusions,5,v s,30,0,0
,Acid Splash,Enchantment,5,v s,30,60,1
,Sequester,Abjuration,3,v s m,0,30,0
,Arcane Eye,Transmutation,10,s,120,120,0
,Enthrall,Conjuration,10,v s,0,0,0
,Animal Shape,Abjuration,7,v s,120,30,10
,Arcane Lock,Illusions,5,v s,0,120,10
,Animal Shape,Abjuration,5,v s m,90,120,10
,Gust of Wind,Enchantment,3,v s m,90,0,1
,Antimagic Field,Illusions,5,v,60,120,10
,Arcane Eye,Evocation,7,v s m,60,30,10
,Arcane Lock,Enchantment,2,m,0,90,1
,Aid,Divination,5,v s,90,0,10
,Freezing Sphere,Enchantment,7,v,0,90,8
,Arcane Lock,Conjuration,5,m,90,0,8
,Beacon of Hope,Divination,2,v s,0,90,8
,Prismatic Wall,Transmutation,10,v s,30,120,0
,Arcane Eye,Divination,3,v s m,90,30,1
,Secret Chest,Transmutation,10,v s m,90,0,0
,Sequester,Divination,3,v s,0,30,1
,Animate dead,Abjuration,4,v s m,120,120,1
,Color Spray,Enchantment,2,m,120,30,1
,Fireball,Necromancy,9,m,60,90,8
,Animal Messenger,Divination,5,m,0,60,8
,Rope Trick,Evocation,5,v s,120,120,8
,Animal Friendship,Illusions,10,v s m,90,60,10
,Acid Arrow,Evocation,4,m,30,30,1
,Banishment,Enchantment,2,v,30,90,8
,Hideous Laughter,Transmutation,9,v,30,30,0
,Alarm,Illusions,6,v,0,120,0
,Antipathy Sympathy,Enchantment,2,m,30,30,0
,Animal Friendship,Conjuration,4,m,30,60,8
,Rope Trick,Evocation,2,v s,30,90,0
,Animal Shape,Conjuration,1,v s,120,120,8
,Banishment,Divination,9,v,90,90,1
,Harm,Abjuration,8,s,60,0,1
,Arcane Lock,Enchantment,3,m,30,0,1
,Antipathy Sympathy,Divination,6,m,0,120,1
,Animate Objects,Abjuration,9,v s,0,60,8
,Alter Self,Abjuration,10,v,0,30,0
,Antlife Shell,Necromancy,5,v s,0,0,8
,Rope Trick,Conjuration,3,m,30,60,0
,Fireball,Divination,8,v s,0,120,0
,Clone,Conjuration,9,v s m,90,60,10
,Arcane Eye,Necromancy,1,v,120,30,1
,Haste,Divination,9,v s,60,30,0
,Prismatic Wall,Enchantment,6,v s,90,90,8
,Animal Friendship,Abjuration,1,s,120,0,1
,Fly,Illusions,5,v,30,90,8
,Color Spray,Divination,8,v s m,120,30,8
,Animal Messenger,Abjuration,7,v s,0,60,0
,Gust of Wind,Transmutation,1,m,0,0,1
,Acid Splash,Abjuration,7,s,120,90,1
,Alarm,Necromancy,8,s,30,60,8
