Race_ID,Race_Name,Size,Language,Abilities,Traits,Sub_races
,Goblin,Small,Undercommon,Dungeoneering,Engineering Specialist,Crystal Born
,Goblin,Gargantuan,Halfling,Arcana,Diplomacy,Half Dragon
,Goblin,Gargantuan,Ignan,Religion, Expansive Mind,Reaper Aasimar
,Scourge Aasimar,Large,Gnomish,Dungeoneering, Expansive Mind,Half Dragon
,Scourge Aasimar,Huge,Primordial,Nature, Shadow Meld,Winger Aasimar
,Scourge Aasimar,Medium,Abyssal,Thievery,Gem Cutting,Dragon Child
,Wood Elf,Small,Deep Speech,Heal,Escape Artist, Burly Halfling
,Wood Elf,Huge,Infernal,Bluff,Wisp Spirit,Urban Elf
,Wood Elf,Huge,Infernal,Endurance,Draenei,Winger Aasimar
,Firbolg,Gargantuan,Infernal,Endurance,Escape Artist,Deep Dwarf
,High Elf,Gargantuan,Elvish,Stealth,Every Man for Himself,Reaper Aasimar
,High Elf,Gargantuan,Halfling,Endurance,Escape Artist,Dragon Child
,High Elf,Huge,Abyssal,Diplomacy,Draenei,Dragon Child
,Half-Elf,Small,Deep Speech,Religion,Gift of the Naaru,Deep Dwarf
,Half-Elf,Huge,Dravish,Heal,Might of the Mountain,Holy Elf
,Half-Elf,Large,Abyssal,Thievery,Diplomacy,Brae Dwarf
,Earth Genasi,Small,Draconic,Insight,Every Man for Himself,Fey Heritage
,Earth Genasi,Medium,Giant,Endurance,Gift of the Naaru,Dragon Elf
,Earth Genasi,Huge,Gnomish,Stealth,Escape Artist,Urban Elf
,Dragonborn,Small,Sylvan,Endurance,Shadow Resistence,Urban Elf
,Dragonborn,Tiny,Giant,Thievery,Diplomacy,Titanborn
,Dragonborn,Huge,Halfling,Intimidate,Escape Artist,Dragon Elf
,Tiefling,Huge,Dravish,Arcana,Engineering Specialist, Burly Halfling
,Tiefling,Tiny,Dravish,Streetwise,Might of the Mountain,Holy Elf
,Tiefling,Gargantuan,Elvish,Heal,Escape Artist,Firebeard Dwarf
,Human,Tiny,Aquan,Athletics,Escape Artist,Brae Dwarf
,Dark Elf,Medium,Common,Endurance,The Human Spirit,Fey Heritage
,Human,Gargantuan,Ignan,Dungeoneering,Explorer,Holy Elf
,Human,Huge,Celestial,Athletics,Might of the Mountain, Burly Halfling
,Bugbear,Huge,Dravish,Athletics, Expansive Mind,Holy Elf
,Bugbear,Large,Orc,Thievery,Explorer,Elemental Born
,Bugbear,Gargantuan,Celestial,Insight,The Human Spirit,Urban Elf
,Aarakocra,Tiny,Elvish,Stealth,Every Man for Himself,Arcadian
,Aarakocra,Huge,Goblin,Arcana,Shadow Resistence,Deep Dwarf
,Aarakocra,Medium,Abyssal,Diplomacy,Stone Form,Elemental Born
,Dark Elf,Large,Infernal,Heal,Draenei, Burly Halfling
,Dark Elf,Small,Dravish,Stealth,Explorer,Fey Heritage
,Tiefling,Small,Common,Insight,Gift of the Naaru,Deep Dwarf
,Tiefling,Small,Aquan,Diplomacy, Shadow Meld,Titanborn
,Tiefling,Medium,Gnoll,Diplomacy,Diplomacy,Titanborn
,Human,Medium,Common,Nature,Wisp Spirit,Half Dragon
,Dark Elf,Small,Dravish,Insight,Stone Form, Burly Halfling
,Dark Elf,Tiny,Aquan,Intimidate,Elusivness,Brae Dwarf
,Tiefling,Small,Giant,Heal,Escape Artist,Deep Dwarf
,Dragonborn,Large,Gnoll,Thievery,Touch of Elune,Reaper Aasimar
,Human,Tiny,Gnomish,Religion,Gift of the Naaru,Dragon Elf
,Dark Elf,Medium,Sylvan,Bluff, Shadow Meld,Dragon Child
,Human,Huge,Halfling,Intimidate,Arcane Resistance,Fey Heritage
,Human,Small,Primordial,Thievery,Nature Resistence,Dragon Child
,Human,Gargantuan,Dravish,Nature,Stone Form, Burly Halfling
,Human,Large,Elvish,Insight,Engineering Specialist,Elemental Born
,Human,Large,Gnoll,Athletics, Shadow Meld,Winger Aasimar
,Turtle,Gargantuan,Deep Speech,Diplomacy, Shadow Meld,Brae Dwarf
,Turtle,Huge,Sylvan,Religion, Shadow Meld,Titanborn
,Half-Orc,Gargantuan,Orc,Athletics,Arcane Resistance,Brae Dwarf
,Half-Orc,Large,Undercommon,Intimidate,Nimble Fingers,Mothra Aasimar
,High Elf,Small,Ignan,Stealth,Explorer,Dragon Child
,Mountain Dwarf,Huge,Common,Athletics,Engineering Specialist,Holy Elf
,Ghastly Halfling,Medium,Ignan,Heal,Stone Form,Firebeard Dwarf
,Human,Medium,Ignan,Heal,Wisp Spirit,Mothra Aasimar
,Sea Elf,Huge,Deep Speech,Diplomacy,Wisp Spirit, Zombie
,Wood Elf,Medium,Orc,Bluff,Stone Form,Winger Aasimar
,Animal Hybrid,Tiny,Infernal,Thievery,Quickness,Holy Elf
,Animal Hybrid,Huge,Draconic,Dungeoneering,Draenei,Half Dragon
,Minotaur,Medium,Orc,Heal,Stone Form,Firebeard Dwarf
,Minotaur,Huge,Giant,Endurance, Shadow Meld,Dragon Child
,Half-Orc,Medium,Ignan,Stealth,Touch of Elune,Winger Aasimar
,Half-Orc,Huge,Dravish,Diplomacy,Diplomacy,Mothra Aasimar
,Half-Orc,Tiny,Undercommon,Streetwise,Gem Cutting,Arcadian
,Drow,Medium,Gnoll,Diplomacy,Nature Resistence,Urban Elf
,Dragonborn,Large,Orc,Religion,Gem Cutting, Burly Halfling
,Lightfoot Halfling,Huge,Celestial,Heal,The Human Spirit,Urban Elf
,Human,Large,Common,Intimidate,Heroic Presence,Urban Elf
,Human,Huge,Druidic,Athletics,Frost Resistance,Volcano Dwarf
,High Elf,Small,Gnoll,Streetwise,Might of the Mountain,Volcano Dwarf
,Human,Small,Gnomish,Thievery,Frost Resistance,Crystal Born
,Dark Elf,Gargantuan,Common,Arcana,Gift of the Naaru, Burly Halfling
,Tiefling,Huge,Orc,Heal,Elusivness,Half-Celestial
,Triton,Gargantuan,Orc,Insight,Elusivness,Half Dragon
,Triton,Small,Halfling,Streetwise,Nimble Fingers,Firebeard Dwarf
,Hill Dwarf,Large,Dravish,Religion, Expansive Mind,Half-Celestial
,Half-Orc,Medium,Gnoll,Religion,Might of the Mountain,Reaper Aasimar
,Human,Huge,Halfling,Religion,Escape Artist,Volcano Dwarf
,Kobold,Tiny,Deep Speech,Thievery,Draenei,Holy Elf
,Lizardfolk,Small,Sylvan,Insight,Stone Form,Reaper Aasimar
,Human,Gargantuan,Terran,Insight,Shadow Resistence,Fey Heritage
,Human,Medium,Infernal,Intimidate,Quickness,Half-Celestial
,Kenku,Large,Infernal,Thievery,Nimble Fingers,Urban Elf
,Turtle,Large,Halfling,Stealth,Stone Form,Volcano Dwarf
,Human,Gargantuan,Halfling,Athletics,Draenei,Half Dragon
,Human,Tiny,Abyssal,Thievery,Engineering Specialist,Crystal Born
,Dragonborn,Huge,Elvish,Insight,The Human Spirit,Titanborn
,Tabaxi,Small,Sylvan,Heal,Explorer,Crystal Born
,Tiefling,Small,Dravish,Nature,Wisp Spirit,Crystal Born
,Giant Wolf Spider,Tiny,Orc,Religion,Every Man for Himself,Firebeard Dwarf
,Giant Wolf Spider,Small,Auran,Bluff,Gift of the Naaru, Burly Halfling
,Human,Large,Terran,Intimidate,Frost Resistance,Brae Dwarf
,Dragonborn,Tiny,Ignan,Religion,The Human Spirit, Burly Halfling
,Turtle,Medium,Sylvan,Endurance,Shadow Resistence,Half-Celestial
,Firbolg,Huge,Aquan,Nature,Nimble Fingers,Titanborn
,Human,Gargantuan,Abyssal,Nature,Wisp Spirit,Mothra Aasimar
,Tiefling,Huge,Infernal,Stealth,Engineering Specialist,Dragon Child
,High Elf,Large,Dravish,Dungeoneering,Nimble Fingers,Crystal Born
,High Elf,Small,Undercommon,Religion,Frost Resistance,Mothra Aasimar
,Centaur,Huge,Halfling,Stealth,Nature Resistence, Burly Halfling
,Human,Tiny,Draconic,Endurance,Arcane Resistance,Dragon Elf
,Goblin,Huge,Undercommon,Diplomacy, Shadow Meld,Elemental Born
,Bugbear,Gargantuan,Aquan,Dungeoneering,Arcane Resistance,Mothra Aasimar
,Goblin,Large,Gnomish,Athletics,Might of the Mountain,Fey Heritage
,Hobgoblin,Small,Giant,Religion,Explorer,Arcadian
,Human,Gargantuan,Gnoll,Dungeoneering,Stone Form,Firebeard Dwarf
,Human,Tiny,Elvish,Religion,Might of the Mountain,Deep Dwarf
,Human,Huge,Undercommon,Arcana,Diplomacy, Burly Halfling
,Human,Gargantuan,Common,Dungeoneering,Gem Cutting,Titanborn
,Human,Tiny,Sylvan,Dungeoneering,Heroic Presence,Arcadian
,Half-Elf,Small,Infernal,Bluff,Gem Cutting,Sunfire Elf
,Tiefling,Tiny,Terran,Diplomacy, Shadow Meld,Sunfire Elf
,moon Elf,Small,Goblin,Dungeoneering,Escape Artist,Arcadian
,Human,Gargantuan,Draconic,Dungeoneering,Engineering Specialist, Burly Halfling
,Wood Elf,Large,Orc,Diplomacy,Might of the Mountain,Volcano Dwarf
,Variant,Large,Elvish,Athletics,Engineering Specialist,Dragon Elf
,Human,Medium,Celestial,Nature,Nimble Fingers,Arcadian
,Ghastly Halfling,Small,Terran,Diplomacy, Shadow Meld,Volcano Dwarf
,Mountain Dwarf,Large,Giant,Heal,Every Man for Himself,Titanborn
,Human,Gargantuan,Gnoll,Arcana,Gift of the Naaru,Elemental Born
,Human,Tiny,Terran,Nature,Quickness,Brae Dwarf
,Fallen Aasimar,Medium,Common,Endurance,Shadow Resistence, Zombie
,Human,Large,Goblin,Athletics,The Human Spirit,Reaper Aasimar
,Half-Elf,Medium,Aquan,Thievery,Engineering Specialist,Mothra Aasimar
,Goblin,Tiny,Druidic,Religion,Arcane Resistance,Sunfire Elf
,Aarakocra,Tiny,Abyssal,Insight,Escape Artist,Arcadian
,Orc,Gargantuan,Sylvan,Streetwise, Shadow Meld,Half-Celestial
,Variant,Medium,Elvish,Athletics,The Human Spirit,Half-Celestial
,Firbolg,Gargantuan,Celestial,Intimidate,Every Man for Himself,Fey Heritage
,Firbolg,Medium,Dravish,Stealth,Might of the Mountain,Volcano Dwarf
,Lineage - Disp,Medium,Gnoll,Thievery,Elusivness,Reaper Aasimar
,Half-Orc,Tiny,Primordial,Diplomacy,Gift of the Naaru,Arcadian
,Half-Elf,Small,Gnoll,Heal,Gift of the Naaru, Burly Halfling
,Scourge Aasimar,Large,Undercommon,Diplomacy,Nimble Fingers,Sunfire Elf
,Wood Elf,Small,Aquan,Bluff,Touch of Elune,Holy Elf
,Wood Elf,Huge,Ignan,Stealth,Quickness,Reaper Aasimar
,Wood Elf,Huge,Undercommon,Endurance,Wisp Spirit,Titanborn
,Lizardfolk,Huge,Undercommon,Stealth,Wisp Spirit,Half Dragon
,Wood Elf,Large,Halfling,Stealth,Wisp Spirit,Half-Celestial
,Human,Large,Celestial,Nature,Engineering Specialist,Crystal Born
,Human,Large,Gnomish,Endurance, Expansive Mind,Arcadian
,Rock Gnome,Small,Aquan,Bluff,Shadow Resistence,Firebeard Dwarf
,Human,Huge,Primordial,Arcana,Heroic Presence,Holy Elf
,Ghastly Halfling,Huge,Undercommon,Intimidate,Nature Resistence,Holy Elf
,Human,Large,Gnomish,Arcana,Every Man for Himself,Brae Dwarf
,Triton,Gargantuan,Common,Insight,Might of the Mountain,Half-Celestial
,Half-Elf,Tiny,Infernal,Intimidate,Elusivness,Brae Dwarf
,Rock Gnome,Small,Dravish,Endurance,The Human Spirit,Holy Elf
,Rock Gnome,Tiny,Gnoll,Thievery, Expansive Mind,Arcadian
,Lizardfolk,Large,Gnoll,Streetwise,Gem Cutting,Sunfire Elf
,Human,Tiny,Sylvan,Endurance,Escape Artist,Deep Dwarf
,Lineage - Levi,Small,Orc,Dungeoneering,Explorer,Dragon Child
,Fallen Aasimar,Large,Gnomish,Heal,Arcane Resistance,Dragon Elf
,High Elf,Large,Aquan,Arcana,Nature Resistence,Titanborn
,Lightfoot Halfling,Gargantuan,Infernal,Streetwise,Wisp Spirit,Titanborn
,Dark Elf,Gargantuan,Deep Speech,Insight,Explorer,Holy Elf
,Fallen Aasimar,Tiny,Auran,Stealth,Heroic Presence,Sunfire Elf
,Fallen Aasimar,Large,Terran,Dungeoneering,Touch of Elune,Firebeard Dwarf
,Half-Elf,Huge,Primordial,Heal,Might of the Mountain,Arcadian
,Human,Medium,Elvish,Thievery,Diplomacy,Brae Dwarf
,Tiefling,Small,Primordial,Insight,Nimble Fingers,Titanborn
,Hill Dwarf,Huge,Terran,Stealth,Stone Form,Mothra Aasimar
,Goblin,Tiny,Halfling,Nature,Stone Form,Crystal Born
,Bugbear,Large,Aquan,Nature,Gift of the Naaru,Elemental Born
,Human,Tiny,Halfling,Streetwise,Arcane Resistance,Holy Elf
,Tabaxi,Huge,Druidic,Insight,Gem Cutting,Urban Elf
,Tiefling,Small,Ignan,Endurance,Frost Resistance,Dragon Child
,High Elf,Tiny,Gnomish,Nature,Heroic Presence,Deep Dwarf
,Mountain Dwarf,Gargantuan,Auran,Bluff,Touch of Elune,Crystal Born
,Goblin,Small,Giant,Bluff,Shadow Resistence,Urban Elf
,Fallen Aasimar,Small,Gnomish,Diplomacy,Draenei,Reaper Aasimar
,Aarakocra,Large,Primordial,Insight,Touch of Elune,Titanborn
,Half-Orc,Medium,Common,Thievery,Nature Resistence,Holy Elf
,Half-Orc,Huge,Dravish,Heal,Nature Resistence,Urban Elf
,Half-Orc,Tiny,Aquan,Diplomacy,Gem Cutting, Burly Halfling
,Half-Elf,Tiny,Infernal,Nature,Diplomacy,Dragon Elf
,Changeling,Huge,Druidic,Intimidate,Every Man for Himself,Half Dragon
,Wood Elf,Gargantuan,Giant,Dungeoneering,Draenei,Dragon Child
,High Elf,Tiny,Celestial,Stealth,Frost Resistance,Urban Elf
,Tabaxi,Medium,Common,Streetwise, Shadow Meld,Elemental Born
,Wood Elf,Large,Gnoll,Insight,The Human Spirit,Half Dragon
,Wood Elf,Large,Deep Speech,Diplomacy,Touch of Elune,Half-Celestial
,Human,Small,Gnoll,Nature,Engineering Specialist, Zombie
,Human,Tiny,Ignan,Insight,Draenei,Elemental Born
,Dragonborn,Large,Abyssal,Religion,Diplomacy,Crystal Born
,Dragonborn,Medium,Celestial,Endurance,Escape Artist,Sunfire Elf
,Half-Orc,Large,Orc,Thievery,Gift of the Naaru,Crystal Born
,High Elf,Medium,Goblin,Intimidate,Touch of Elune,Dragon Elf
,Human,Large,Halfling,Streetwise,Elusivness, Burly Halfling
,High Elf,Small,Goblin,Nature, Expansive Mind,Elemental Born
,Dragonborn,Large,Gnomish,Arcana,Touch of Elune,Firebeard Dwarf
,Triton,Medium,Abyssal,Diplomacy,Explorer, Zombie
,Human,Medium,Deep Speech,Heal,Explorer,Urban Elf
,Human,Tiny,Draconic,Nature,The Human Spirit,Arcadian
,High Elf,Large,Ignan,Arcana,Every Man for Himself,Half-Celestial
,Tabaxi,Gargantuan,Common,Thievery,Frost Resistance,Half Dragon
,Tabaxi,Gargantuan,Gnomish,Arcana,Diplomacy,Half Dragon
,Tabaxi,Gargantuan,Primordial,Intimidate, Shadow Meld,Firebeard Dwarf
,Dragonborn,Small,Gnoll,Nature,Wisp Spirit,Sunfire Elf
,Goblin,Huge,Giant,Dungeoneering,The Human Spirit,Half-Celestial
,Mountain Dwarf,Tiny,Terran,Nature,Engineering Specialist,Deep Dwarf
,High Elf,Tiny,Deep Speech,Intimidate,Wisp Spirit,Sunfire Elf
,Protector Aasimar,Huge,Terran,Insight, Expansive Mind, Burly Halfling
,Human,Tiny,Sylvan,Thievery,Draenei, Burly Halfling
,Mountain Dwarf,Gargantuan,Draconic,Streetwise,Quickness,Arcadian
,Human,Large,Aquan,Nature,Explorer,Mothra Aasimar
,Human,Large,Deep Speech,Arcana,Explorer,Crystal Born
,Lizardfolk,Huge,Goblin,Thievery,Diplomacy,Mothra Aasimar
,Mountain Dwarf,Tiny,Sylvan,Athletics,Elusivness,Half-Celestial
,Mountain Dwarf,Small,Sylvan,Endurance,Nature Resistence,Titanborn
,High Elf,Tiny,Gnoll,Stealth, Shadow Meld,Dragon Elf
,Half-Orc,Small,Orc,Athletics,Gem Cutting,Half-Celestial
,Eladrin ToF,Huge,Ignan,Heal,Every Man for Himself,Volcano Dwarf
,Mountain Dwarf,Huge,Sylvan,Nature,Frost Resistance,Mothra Aasimar
,Lizardfolk,Huge,Sylvan,Arcana,Gem Cutting,Arcadian
,Lightfoot Halfling,Small,Ignan,Athletics,Explorer,Volcano Dwarf
,Kobold,Tiny,Draconic,Religion,Nimble Fingers,Reaper Aasimar
,Desert Elf,Huge,Undercommon,Endurance,Gem Cutting,Arcadian
,Wood Elf,Huge,Druidic,Nature,Heroic Presence,Half Dragon
,Turtle,Huge,Aquan,Intimidate, Expansive Mind,Dragon Child
,Ratfolk(underfolk),Huge,Aquan,Intimidate,Engineering Specialist,Volcano Dwarf
,Tiefling,Large,Infernal,Nature,Touch of Elune,Half-Celestial
,Aarakocra,Large,Goblin,Religion,Explorer,Brae Dwarf
,Mountain Dwarf,Gargantuan,Abyssal,Bluff,The Human Spirit,Fey Heritage
,Tabaxi,Gargantuan,Dravish,Streetwise,Nimble Fingers,Reaper Aasimar
,Goblin,Huge,Elvish,Thievery,Every Man for Himself,Crystal Born
,Half-Orc,Medium,Ignan,Bluff,Diplomacy,Half Dragon
,Half-Elf,Gargantuan,Orc,Streetwise,Shadow Resistence,Fey Heritage
,Human,Tiny,Elvish,Nature,Gift of the Naaru, Zombie
,Kobold,Medium,Goblin,Religion,Nature Resistence,Winger Aasimar
,Wood Elf,Small,Deep Speech,Bluff,Draenei,Titanborn
,Wood Elf,Large,Abyssal,Endurance,Heroic Presence,Urban Elf
,Dark Elf,Gargantuan,Gnoll,Intimidate,Nature Resistence,Half-Celestial
,Forest Gnome,Tiny,Celestial,Nature,Gem Cutting,Half-Celestial
,Elephantine,Large,Draconic,Endurance,Elusivness,Deep Dwarf
,Minotaur,Huge,Goblin,Streetwise,The Human Spirit,Urban Elf
,Dark Elf,Gargantuan,Abyssal,Stealth,The Human Spirit,Deep Dwarf
,Human,Medium,Dravish,Arcana,The Human Spirit,Mothra Aasimar
,Air Genasi,Large,Goblin,Dungeoneering,Diplomacy,Fey Heritage
,Half-elf,Huge,Sylvan,Athletics,Draenei,Dragon Elf
,Triton,Huge,Common,Arcana,Heroic Presence,Deep Dwarf
,Goliath,Medium,Undercommon,Arcana,Might of the Mountain,Half-Celestial
,Bugbear,Tiny,Infernal,Endurance,Explorer,Brae Dwarf
,Bugbear,Small,Infernal,Stealth,Wisp Spirit, Burly Halfling
,Human,Large,Giant,Athletics,Stone Form,Half-Celestial
,Half-Elf,Huge,Elvish,Stealth,Gem Cutting,Sunfire Elf
,Tiefling,Large,Ignan,Diplomacy,Explorer,Dragon Elf
,Stout Halfling,Large,Common,Dungeoneering,Might of the Mountain,Mothra Aasimar
,Dragonborn,Gargantuan,Abyssal,Endurance,Every Man for Himself,Half Dragon
,Mountain Dwarf,Large,Gnomish,Religion,Explorer,Half Dragon
,Hill Dwarf,Tiny,Deep Speech,Dungeoneering,Draenei,Mothra Aasimar
,Hill Dwarf,Small,Draconic,Intimidate,Might of the Mountain,Half Dragon
,Half-Elf,Small,Ignan,Heal,Engineering Specialist,Mothra Aasimar
,Shadow Elf,Huge,Orc,Athletics,Engineering Specialist, Burly Halfling
,Half-Elf,Large,Common,Nature,Nature Resistence,Firebeard Dwarf
,Human,Medium,Gnomish,Endurance,The Human Spirit, Burly Halfling
,Human,Small,Druidic,Diplomacy,Gem Cutting,Deep Dwarf
,Human,Large,Druidic,Thievery,Nature Resistence,Dragon Elf
,Human,Medium,Deep Speech,Diplomacy,Draenei,Crystal Born
,Centaur,Large,Giant,Diplomacy, Shadow Meld,Dragon Child
,Centaur,Medium,Undercommon,Endurance,Stone Form,Deep Dwarf
,Centaur,Small,Goblin,Diplomacy,Might of the Mountain,Half Dragon
,Human,Small,Gnomish,Dungeoneering, Expansive Mind,Crystal Born
,Human,Large,Primordial,Intimidate,Shadow Resistence,Deep Dwarf
,Water Genasi,Medium,Gnoll,Nature,Stone Form, Zombie
,Water Genasi,Huge,Abyssal,Streetwise,Arcane Resistance,Reaper Aasimar
,Water Genasi,Huge,Auran,Endurance,Gem Cutting,Dragon Elf
,Envoy,Large,Giant,Arcana,Explorer,Deep Dwarf
,Bugbear,Huge,Auran,Nature,Stone Form,Reaper Aasimar
,Air Genasi,Huge,Druidic,Religion,Shadow Resistence,Urban Elf
,Tabaxi,Small,Sylvan,Religion,Engineering Specialist,Half-Celestial
,Human,Tiny,Gnoll,Arcana,Arcane Resistance,Holy Elf
,Wood Elf,Small,Druidic,Endurance,Engineering Specialist,Holy Elf
,Half-Elf,Large,Gnoll,Religion,Nature Resistence,Firebeard Dwarf
,Tiefling,Gargantuan,Giant,Religion,Gem Cutting,Half Dragon
,Changeling,Large,Orc,Thievery,Arcane Resistance,Mothra Aasimar
,Half-Elf,Small,Infernal,Dungeoneering,Explorer,Urban Elf
,Stout Halfling,Medium,Elvish,Insight, Expansive Mind,Half-Celestial
,Ghastly Halfling,Tiny,Aquan,Streetwise,Diplomacy, Burly Halfling
,,Medium,Druidic,Intimidate,Heroic Presence,Half Dragon
,Mountain Dwarf,Gargantuan,Orc,Athletics,Heroic Presence,Firebeard Dwarf
,Fallen Aasimar,Tiny,Undercommon,Endurance,Touch of Elune,Titanborn
,Human,Gargantuan,Undercommon,Dungeoneering,Draenei,Dragon Child
,Hill Dwarf,Tiny,Draconic,Arcana, Shadow Meld,Deep Dwarf
,Firbolg,Small,Infernal,Streetwise,Frost Resistance,Winger Aasimar
,Human,Gargantuan,Elvish,Athletics, Expansive Mind, Zombie
,Goblin,Medium,Sylvan,Nature,Quickness,Dragon Child
,Firbolg,Large,Goblin,Diplomacy,Draenei,Winger Aasimar
,Air Genasi,Gargantuan,Abyssal,Dungeoneering,Touch of Elune,Sunfire Elf
,Animal Hybrid,Huge,Auran,Religion,Draenei,Sunfire Elf
,Tabaxi,Tiny,Gnoll,Intimidate,Nature Resistence,Winger Aasimar
,Human,Large,Druidic,Endurance,Explorer,Holy Elf
,Human,Medium,Auran,Religion,Might of the Mountain,Dragon Child
,Lineage - Fier,Small,Terran,Heal,Gift of the Naaru,Mothra Aasimar
,Dark Elf,Huge,Sylvan,Heal,Nature Resistence,Volcano Dwarf
,Human,Small,Undercommon,Diplomacy,Diplomacy,Dragon Elf
,Human,Small,Primordial,Religion,Wisp Spirit,Sunfire Elf
,Mountain Dwarf,Medium,Common,Heal,Stone Form,Winger Aasimar
,Lizardfolk,Medium,Deep Speech,Diplomacy,Shadow Resistence,Reaper Aasimar
,Triton,Gargantuan,Infernal,Dungeoneering,Heroic Presence,Titanborn
,Half-Elf,Tiny,Dravish,Dungeoneering,Wisp Spirit,Half-Celestial
,Half-Elf,Gargantuan,Draconic,Nature,The Human Spirit,Mothra Aasimar
,Half-Elf,Large,Celestial,Stealth,The Human Spirit,Deep Dwarf
,Half-Elf,Gargantuan,Dravish,Heal,Arcane Resistance,Sunfire Elf
,Half-Orc,Small,Orc,Athletics, Shadow Meld,Crystal Born
,Human,Tiny,Goblin,Intimidate,Gift of the Naaru,Winger Aasimar
,Human,Large,Druidic,Dungeoneering,Wisp Spirit,Half Dragon
,Kobold,Tiny,Terran,Arcana,Touch of Elune,Sunfire Elf
,Human,Medium,Sylvan,Athletics,Gift of the Naaru,Titanborn
,Half-Elf,Gargantuan,Gnomish,Arcana,Nimble Fingers,Firebeard Dwarf
,Lightfoot Halfling,Gargantuan,Sylvan,Arcana,Shadow Resistence,Half-Celestial
,Tiefling,Huge,Undercommon,Intimidate, Shadow Meld,Volcano Dwarf
,Tabaxi,Gargantuan,Auran,Diplomacy,Shadow Resistence,Fey Heritage
,Centaur,Large,Common,Thievery,Explorer,Arcadian
,Wood Elf,Small,Draconic,Heal, Shadow Meld, Zombie
,Wood Elf,Medium,Halfling,Diplomacy,Gem Cutting,Firebeard Dwarf
,Hobgoblin,Medium,Auran,Heal,Heroic Presence,Crystal Born
,Half-Orc,Small,Celestial,Arcana,Nimble Fingers,Mothra Aasimar
,Human,Huge,Terran,Dungeoneering,Draenei,Half-Celestial
,Dragonborn,Tiny,Sylvan,Dungeoneering,Explorer,Titanborn
,Human,Gargantuan,Undercommon,Nature,Explorer, Burly Halfling
,Warforged,Huge,Ignan,Heal,Shadow Resistence,Firebeard Dwarf
,Half-Elf,Small,Elvish,Bluff,Quickness,Sunfire Elf
,Kobold,Small,Elvish,Endurance,Touch of Elune,Brae Dwarf
,Lightfoot Halfling,Tiny,Halfling,Heal,Elusivness,Firebeard Dwarf
,Human,Gargantuan,Deep Speech,Stealth,Wisp Spirit,Deep Dwarf
,Juggernaut,Huge,Sylvan,Religion,Gift of the Naaru,Volcano Dwarf
,Eladrin DMG,Large,Aquan,Diplomacy,Draenei,Half Dragon
,Bugbear,Tiny,Primordial,Endurance,Explorer,Firebeard Dwarf
,Tiefling,Small,Common,Streetwise, Shadow Meld,Reaper Aasimar
,Half-Elf,Huge,Dravish,Thievery,Wisp Spirit,Firebeard Dwarf
,Human,Small,Orc,Heal,Quickness,Holy Elf
,Tiefling,Tiny,Deep Speech,Stealth,Stone Form,Half-Celestial
,Juggernaut,Large,Abyssal,Intimidate,Wisp Spirit,Half Dragon
,High Elf,Medium,Dravish,Dungeoneering,Heroic Presence,Elemental Born
,Mountain Dwarf,Gargantuan,Terran,Thievery,Quickness,Deep Dwarf
,Human,Medium,Orc,Insight, Expansive Mind,Mothra Aasimar
,Warforged,Large,Sylvan,Arcana, Shadow Meld, Zombie
,Half-Elf,Large,Infernal,Intimidate,Frost Resistance,Holy Elf
,Fallen Aasimar,Large,Primordial,Thievery,Wisp Spirit,Dragon Child
,Forest Gnome,Small,Orc,Dungeoneering,Wisp Spirit,Mothra Aasimar
,Hill Dwarf,Small,Deep Speech,Diplomacy,Wisp Spirit,Dragon Elf
,Half-Elf,Huge,Celestial,Nature,Engineering Specialist, Burly Halfling
,Dragonborn,Small,Deep Speech,Streetwise,Stone Form,Sunfire Elf
,High Elf,Tiny,Undercommon,Athletics,Stone Form,Brae Dwarf
,Wood Elf,Gargantuan,Druidic,Streetwise, Shadow Meld,Deep Dwarf
,Half-Orc,Small,Dravish,Religion,Heroic Presence,Elemental Born
