"Race_Name","BG_Name","class","Class_Name","subclass","Level","Proficiency","HP","skills","weapons","Spell_Name","Casting_Time","choices","C_Name","PI_ID","PI_Name","Armor_Class","Story","Job","Characteristics","Ability","Training","Eq_Name","Price","Usage","Size","Language","Abilities","Traits","Components","Duration","Speed"
"Half-Elf","Soldier","Paladin 4","Paladin","Oath of the Crown",4,"Resilient",44,"Athletics|Religion|Medicine|Survival|Intimidation|Persuasion","Battleaxe|Javelin|Icy Morningstar","Cure Wounds*1|Compelled Duel*1|Command*1","Cha","fighting style/Defense","confident_babbage",1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Acolyte","Ranger 4","Ranger","Beast Master",4,"Wood Elf Magic",39,"Nature|Religion|Animal Handling|Insight|Perception|Survival","Shortsword|Longbow|Spear","Primal Savagery*0|Cure Wounds*1|Hail Of Thorns*1|Hunter's Mark*1","Wis","fighting style/Defense","practical_rhodes",1634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minotaur","Soldier","Fighter 2","Fighter",NA,2,NA,24,"Athletics|Acrobatics|Survival|Intimidation","Battleaxe|Warhammer",NA,"Int","fighting style/Two-Weapon Fighting","epic_joliot",1635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Entertainer","Bard 3","Bard","College of Swords",3,NA,18,"Acrobatics|Sleight of Hand|Perception|Deception|Performance","Rapier|Dagger","Mage Hand *0|Blade Ward*0|Thunderwave*1|Disguise Self*1|Sleep*1|Healing Word*1|Heroism*1","Cha","expertise/Performance*Acrobatics|fighting style/Dueling","sharp_mcclintock",1636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Noble","Fighter 3|Warlock 2|Bard 10","Fighter|Warlock|Bard","Battle Master|The Hexblade|College of Swords",15,"Medium Armor Master|War Caster",157,"Stealth|Insight|Perception|Deception|Performance|Persuasion","Rapier|Scimitar","Eldritch Blast*0|Boomingblade*0|Minor Illusion*0|Mage Hand*0|Dancing Lights*0|Prestidigitation*0|Armour Of Agathys*1|Hellish Rebuke*1|Hex*1|Detect Magic*1|Healing Word*1|Suggestion*2|Enhance Ability*2|Leomund's Tiny Hut*3|Hypnotic Pattern*3|Glyph Of Warding*3|Dispel Magic*3|Find Greater Steed*4|Polymorph*4|Greater Invisibility*4|Dimension Door*4|Holy Weapon*5|Animate Objects*5|Teleportation Circle*5|Raise Dead*5","Int","eldritch invocations/Devil's Sight*Agonizing Blast|fighting style/Defense*Dueling|combat superiority maneuvers/Riposte*Precision Attack*Maneuvering Attack|expertise/Stealth*Persuasion*Insight*Deception","angry_hoover",1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Inheritor","Paladin 5","Paladin","OathBreaker",5,NA,28,"History|Perception|Survival|Intimidation|Persuasion","Longsword|Javelin","Hellish Rebuke*1|Inflict Wounds*1|Crown of Madness*2|Darkness*2","Cha","fighting style/Protection","boring_booth",1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Inheritor","Paladin 4","Paladin","OathBreaker",4,NA,21,"History|Perception|Survival|Intimidation|Persuasion","Longsword|Javelin","Hellish Rebuke*1|Inflict Wounds*1","Cha","fighting style/Protection","boring_booth",1639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Acolyte","Rogue 4","Rogue","Assassin",4,NA,45,"Acrobatics|Sleight of Hand|Stealth|Religion|Insight|Perception|Deception","Rapier|Shortbow|Dagger|Longbow|Throwing Knife",NA,"Int","expertise/Insight*Acrobatics","determined_torvalds",1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Urban Bounty Hunter","Fighter 1","Fighter",NA,1,"Crossbow Expert",12,"Acrobatics|Stealth|Investigation|Insight|Perception","Longbow|Crossbow, Hand|Handaxe|Rapier",NA,"Int","fighting style/Archery","silly_lichterman",1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elephantine","Charlatan","Bard 1","Bard",NA,1,NA,13,"Acrobatics|Sleight of Hand|Deception|Performance|Persuasion","Rapier|Dagger",NA,"Cha",NA,NA,1642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Dwarf","Outlander","Cleric 7","Cleric","Life Domain",7,"Resilient",52,"Athletics|Insight|Medicine|Survival","Warhammer|Javelin|Battleaxe|Dagger|Handaxe|Quarterstaff","Guidance*0|Resistance*0|Mending*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Command*1|Guiding Bolt*1|Healing Word*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2|Blindness/Deafness*2|Hold Person*2|Warding Bond*2|Beacon of Hope*3|Revivify*3|Bestow Curse*3|Dispel Magic*3|Spirit Guardians*3|Death Ward*4|Guardian of Faith*4|Banishment*4","Wis",NA,"tender_pare",1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Dwarf","Outlander","Cleric 7","Cleric","Life Domain",7,"Resilient",52,"Athletics|Insight|Medicine|Survival","Warhammer|Javelin|Battleaxe|Dagger|Handaxe|Quarterstaff","Guidance*0|Resistance*0|Mending*0|Sacred Flame*0|Bless*1|Cure Wounds*1|Command*1|Guiding Bolt*1|Healing Word*1|Sanctuary*1|Lesser Restoration*2|Spiritual Weapon*2|Blindness/Deafness*2|Hold Person*2|Warding Bond*2|Beacon of Hope*3|Revivify*3|Bestow Curse*3|Dispel Magic*3|Spirit Guardians*3|Death Ward*4|Guardian of Faith*4|Banishment*4","Wis",NA,"tender_pare",1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Dwarf","Outlander","Cleric 7","Cleric","Life Domain",7,"Resilient",52,"Athletics|Insight|Medicine|Survival","Warhammer|Javelin|Battleaxe|Dagger|Handaxe|Quarterstaff","Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4","Wis",NA,"tender_pare",1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","City Watch","Ranger 6","Ranger","Hunter",6,"Dual Wielder",46,"Athletics|Stealth|Investigation|Insight|Perception|Intimidation","Longbow|Battleaxe|Warhammer","Hunters Mark*1","Wis","fighting style/Two-Weapon Fighting","trusting_shockley",1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","City Watch","Rogue 3","Rogue","Assassin",3,NA,24,"Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception","Rapier|Shortbow|Dagger",NA,"Int","expertise/Stealth*Deception","jovial_hamilton",1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High Elf","Folk Hero","Fighter 3","Fighter","Eldritch Knight",3,NA,28,"Athletics|Animal Handling|Perception|Survival|Intimidation","Crossbow, light",NA,"Int","fighting style/Dueling","practical_hypatia",1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stout Halfling","Criminal","Wizard 3","Wizard","School of Enchantment",3,NA,20,"Stealth|Arcana|Insight|Deception","Quarterstaff",NA,"Int",NA,"zen_neumann",1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Hermit","Cleric 3","Cleric","Light Domain",3,NA,24,"History|Religion|Medicine|Persuasion","Mace|Crossbow, light","Light*0|Burning Hands*1|Faerie Fire*1|Flaming Sphere*2|Scorching Ray*2","Wis",NA,"youthful_kapitsa",1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Courtier","Druid 3","Druid","Circle of the Moon",3,NA,24,"Nature|Animal Handling|Insight|Persuasion","Scimitar",NA,"Wis",NA,"confident_roentgen",1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wood Elf","Hermit","Ranger 4","Ranger","Hunter",4,NA,28,"Investigation|Religion|Insight|Medicine|Perception|Survival","Shortsword|Longbow",NA,"Wis","fighting style/Archery","objective_bohr",1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protector Aasimar","Outlander","Paladin 4","Paladin","Oath of Devotion",4,NA,28,"Athletics|Religion|Medicine|Survival","Greatsword","Protection from Evil and Good*1|Sanctuary*1","Cha","fighting style/Great Weapon Fighting","jovial_stallman",1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Knight","Barbarian 4","Barbarian","Path of the Berserker",4,"Great Weapon Master",32,"Athletics|Acrobatics|Religion|Intimidation|Persuasion","Greataxe|Handaxe|Javelin",NA,"Int",NA,"vibrant_dirac",1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eladrin ToF","City Watch","Rogue 4","Rogue","Inquisitive",4,NA,32,"Athletics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception","Rapier|Shortbow|Dagger",NA,"Int","expertise/Perception*Investigation","hopeful_davinci",1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Custom","Cleric 20","Cleric","Knowledge Domain",20,"Alert|Observant|Keen Mind|Skilled|War Caster",303,"Athletics|Arcana|History|Nature|Religion|Animal Handling|Insight|Survival|Performance","Unstoppable Force|Tiamat's Rite","Guidance*0|Light*0|Mending*0|Toll The Dead*0|Word Or Radiance*0|Command*1|Identify*1|Bane*1|Bless*1|Shield Of Faith*1|Create Or Destroy Water*1|Cure Wounds*1|Healing Word*1|Augury*2|Suggestion*2|Gentle Repose*2|Warding Bond*2|Enhance Ability*2|Nondetection*3|Speak with Dead*3|Sending*3|Life Transference*3|Mass Healing Words*3|Animate Dead*3|Bestow Curse*3|Clairvoyance*3|Remove Curse*3|Arcane Eye*4|Confusion*4|Death Ward*4|Locate Creature*4|Banishment*4|Legend Lore*5|Scrying*5|Dispel Evil And Good*5|Planar Binding*5|Greater Restoration*5|Mass Cure Wounds*5|Hallow*5|Forbiddance*6|Heal*6|Heroes' Feast*6|Harm*6|Word Of Recall*6|Etherealness*7|Divine Word*7|Plane Shift*7|Regenerate*7|Resurrection*7|Wish*9|Gate*9|Mass Heal*9|True Resurrection*9","Wis",NA,"quirky_heyrovsky",1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Custom","Fighter 20","Fighter","Champion",20,"Grappler|Alert|Mobile|Dragon Hide|Tavern Brawler|Observant|Tough",444,"Athletics|History|Nature|Perception|Survival|Persuasion","Unarmed strike",NA,"Int","fighting style/Dueling*Protection","laughing_tharp",1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tabaxi","Urban Bounty Hunter","Rogue 5","Rogue","Assassin",5,NA,33,"Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Persuasion","Rapier|Shortbow|Dagger",NA,"Int","expertise/Stealth*Deception","stoic_leakey",1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Mercenary Veteran","Fighter 2","Fighter",NA,2,"Dual Wielder",20,"Athletics|Acrobatics|Perception|Intimidation|Persuasion","Morningstar|Battleaxe|Crossbow, Heavy",NA,"Int","fighting style/Two-Weapon Fighting","agitated_dewdney",1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Envoy","Tinkerer","Fighter 4|Wizard 2","Fighter|Wizard","Eldritch Knight|War Magic",6,"Magic Initiate",64,"Stealth|Arcana|History|Investigation|Perception","Longbow|Rapier|Dagger",NA,"Int","fighting style/Dueling","recursing_agnesi",1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Envoy","Tinkerer","Fighter 4|Wizard 2","Fighter|Wizard","Eldritch Knight|School of Abjuration",6,"Magic Initiate",64,"Stealth|Arcana|History|Investigation|Perception","Longbow|Rapier|Dagger","Acid Splash*0|Chill Touch*0|Create Bonfire*0|Guidance (Cleric Mi)*0|Lightning blade*0|Mending*0|Resistance (Cleric Mi)*0|Slappies (Free Spell)*0|Alarm (Ritual)*1|Bless ( 1/day)*1|Comprehend Languages (Ritual)*1|Detect Magic (Ritual)*1|False Life*1|Find Familiar (Ritual)*1|Grease*1|Ice Knife*1|Identify (Ritual)*1|Magic Missile*1|Thunderwave *1|Unseen Servant (Ritual)*1","Int","fighting style/Dueling","recursing_agnesi",1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Sailor","Bard 1","Bard",NA,1,NA,9,"Athletics|Arcana|Religion|Perception|Intimidation|Persuasion","Handaxe|Dagger","Vicious Mockery*0|Prestidigitation*0|Healing Word*1|Dissonant Whispers*1","Cha",NA,"inspiring_lalande",1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep Gnome","Sage","Wizard 7","Wizard","War Magic",7,NA,37,"Arcana|History|Investigation|Insight","Quarterstaff|Magical Dagger","Toll the Dead*0|Shocking Grasp*0|Fire Bolt*0|Absorb Elements*1|Mage Armor*1|Shield*1|Feather Fall*1|Sleep*1|Magic Missile*1|Tensers Floating Disc*1|Detect Magic*1|Identify*1|Dragon's Breath*2|Snilloc's Snowball Swarm*2|Mind Spike*2|Shatter*2|Misty Step*2|Fireball*3|Catnap*3|Counterspell*3|Leomunds Tiny Hut (Ritual)*3","Int",NA,"vibrant_sinoussi",1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lizardfolk","Guild Artisan","Wizard 3","Wizard","School of Necromancy",3,NA,26,"Stealth|Arcana|Investigation|Insight|Survival|Persuasion","Quarterstaff|Unarmed strike","Toll The Dead*0|Prestidigitation*0|Green Flame Blade*0|Shield*1|Find Familiar(R)*1|Comprehend Languages(R)*1|Chromatic Orb*1|Absorb Elements*1|Detect Magic(R)*1|Ray Of Sickness*1|Feather Fall*1|Dragon's Breath*2|Misty Step*2","Int",NA,"unruffled_goldwasser",1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Dusk Hawks","Fighter 5","Fighter","Battle Master",5,NA,48,"Athletics|Acrobatics|Insight|Survival|Intimidation","Longsword|Handaxe",NA,"Int","fighting style/Defense|combat superiority maneuvers/Riposte*Parry*Maneuvering Attack","stupefied_black",1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Envoy","Tinkerer","Fighter 4|Wizard 2","Fighter|Wizard","Eldritch Knight|School of Abjuration",6,"Magic Initiate",64,"Stealth|Arcana|History|Investigation|Perception","Longbow|Rapier|Dagger","Acid Splash*0|Chill Touch*0|Create Bonfire*0|Guidance (Cleric Mi)*0|Lightning blade*0|Mending*0|Resistance (Cleric Mi)*0|Slappies (Free Spell)*0|Alarm (Ritual)*1|Bless ( 1/day)*1|Comprehend Languages (Ritual)*1|Detect Magic (Ritual)*1|False Life*1|Grease*1|Ice Knife*1|Identify (Ritual)*1|Magic Missile*1|Thunderwave*1|Unseen Servant (Ritual)*1","Int","fighting style/Dueling","recursing_agnesi",1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Urchin","Bard 1","Bard",NA,1,NA,9,"Sleight of Hand|Stealth|Investigation|Perception|Deception|Performance|Persuasion","Rapier|Dagger",NA,"Cha",NA,"serene_wozniak",1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lightfoot Halfling","Entertainer","Bard 1","Bard",NA,1,NA,8,"Acrobatics|Deception|Intimidation|Performance|Persuasion","Rapier|Dagger",NA,"Cha",NA,"relaxed_jang",1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock Gnome","Noble","Fighter 1","Fighter",NA,1,NA,13,"Acrobatics|History|Perception|Persuasion","Longsword|Halberd|Handaxe",NA,"Int","fighting style/Protection","goofy_wiles",1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Custom","Rogue 3","Rogue","Mastermind",3,"Actor",27,"Acrobatics|Sleight of Hand|Stealth|Deception|Intimidation|Performance|Persuasion","Dagger",NA,"Int","expertise/Persuasion*Deception","agitated_leakey",1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Charlatan","Warlock 1","Warlock","The Fiend",1,NA,9,"Stealth|Investigation|Perception|Deception|Intimidation","Quarterstaff|Dagger","Thaumaturgy*0|Eldritch Blast*0|Prestidigitation*0|Burning Hands*1|Command*1","Cha",NA,"zen_booth",1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Charlatan","Rogue 1|Bard 3","Rogue|Bard","|College of Swords",4,NA,23,"Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Survival|Deception|Performance|Persuasion","Rapier|Crossbow, hand|Crossbow, light|Dagger","Friends*0|Prestidigitation*0|Vicious Mockery*0|Faerie Fire*1|Disguise Self*1|Sleep*1|Healing Word*1|Animal Friendship*1|Enhance Ability*2|Invisibility*2","Cha","expertise/Stealth*Deception*Sleight of Hand*Persuasion|fighting style/Archery","suspicious_curran",1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Soldier","Paladin 5","Paladin","Oath of Devotion",5,NA,49,"Athletics|Insight|Medicine|Intimidation","Longsword|Javelin","Protection from Evil and Good*1|Sanctuary*1|Thunderous Smite*1|Lesser Restoration*2|Zone of Truth*2|Aid*2","Cha","fighting style/Protection","xenodochial_galois",1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Entertainer","Bard 5","Bard","College of Lore",5,"Healer",37,"Acrobatics|Arcana|Investigation|Medicine|Perception|Deception|Performance|Persuasion","Rapier|Dagger","Vicious Mockery*0|Light*0|True Strike*0|Healing Word*1|Thunderwave*1|Cure Wounds*1|Dissonant Whispers*1|Cloud Of Daggers*2|Stinking Cloud*3|Clairvoyance*3","Cha","expertise/Perception","adoring_heyrovsky",1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Dwarf","Folk Hero","Fighter 4","Fighter","Purple Dragon Knight",4,"Great Weapon Master",40,"Animal Handling|Perception|Survival|Intimidation","Greataxe|Trident",NA,"Int","fighting style/Great Weapon Fighting","dazzling_ritchie",1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Gnome","Sage","Druid 4","Druid","Circle of the Land",4,NA,27,"Arcana|History|Insight|Survival","Spear","Barkskin*2|Spider Climb*2","Wis",NA,"cocky_curran",1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","Entertainer","Bard 3","Bard","College of Whispers",3,NA,21,"Acrobatics|Stealth|Medicine|Perception|Deception|Performance|Persuasion","Dagger|Dagger",NA,"Cha","expertise/Persuasion*Deception","naughty_brahmagupta",1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Water Genasi","Port City Noble","Sorcerer 5|Warlock 1","Sorcerer|Warlock","Storm Sorcery|The Great Old One",6,NA,51,"Arcana|History|Insight|Persuasion","Crossbow, light|Dagger",NA,"Cha","metamagic/Twinned Spell*Quickened Spell","elated_perlman",1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Soldier","Fighter 1","Fighter",NA,1,"Polearm Master",14,"Athletics|Animal Handling|Perception|Survival|Intimidation","Spear|Longsword",NA,"Int","fighting style/Dueling","wizardly_chebyshev",1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Variant","Acolyte","Warlock 1","Warlock","The Fiend",1,NA,11,"Arcana|Investigation|Religion|Insight","Crossbow, light|Dagger",NA,"Cha",NA,"heuristic_jepsen",1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Variant","Sage","Warlock 1","Warlock","The Fiend",1,NA,10,"Arcana|History|Investigation|Intimidation","Crossbow, light|Dagger",NA,"Cha",NA,"crazy_banach",1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kenku","Mercenary Veteran","Monk 4","Monk","Way of the Four Elements",4,NA,30,"Athletics|Acrobatics|Stealth|History|Insight|Persuasion","Unarmed strike|Dart|Quarterstaff",NA,"Int","elemental disciplines/Rush of the Gale Spirits","musing_banzai",1682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Knight","Monk 2","Monk",NA,2,"Magic Initiate",18,"Stealth|Arcana|Animal Handling|Insight|Perception","Dart|Unarmed Strike|Wooden Sword (2h)|Greatclub","Shillalegh*0|Thorn Whip*0|Absorb Elements*1","Wis",NA,"gallant_noether",1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triton","Sailor","Paladin 16","Paladin","Oath of Ancients",16,"Great Weapon Master|Mage Slayer|Heavy Armor Master|Mounted Combatant",224,"Athletics|Religion|Perception|Persuasion","Lightning Glaive +3|Lighning Glaive +3 w/ Feat","Ensnaring Strike*1|Speak with Animals*1|Shield Of Faith*1|Cure Wounds*1|Purify Food and Drink*1|Bless*1|Divine Favor*1|Heroism*1|Moonbeam*2|Misty Step*2|Branding Smite*2|Zone Of Truth*2|Find Steed*2|Lesser Restoration*2|Aid*2|Locate Object*2|Plant Growth*3|Protection from Energy*3|Remove Curse*3|Dispel Magic*3|Revivify*3|Daylight*3|Ice Storm*4|Stoneskin*4|Banishment*4|Death Ward*4|Locate Creature*4","Cha","fighting style/Great Weapon Fighting","quizzical_boyd",1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dragonborn","Marine","Monk 20","Monk","Way of the Sun Soul",20,"Dragon Fear",200,"Athletics|Acrobatics|Stealth|Survival","Quarterstaff|Dart|Unarmed strike",NA,"Int",NA,"thirsty_knuth",1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Urban Bounty Hunter","Wizard 3","Wizard","Bladesinging",3,"War Caster",16,"Arcana|History|Investigation|Insight|Performance|Persuasion","Quarterstaff|Longsword",NA,"Int",NA,"objective_shirley",1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Frog man","Entertainer","Bard 10","Bard","College of Lore",10,NA,73,"Acrobatics|Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Performance|Persuasion","Rapier|Dagger|Vicious Mockery","Mage Hand*0|Minor Illusion*0|Vicious Mockery*0|Friends*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Heat Metal*2|Shatter*2|Suggestion*2|Dispel Magic*3|Fireball*3|Aura Vitality*3|Hypnotic Pattern*3|Enemies Abound*3|Polymorph*4|Raise Dead*5","Cha","expertise/Stealth*Perception*Persuasion*Insight","zealous_stallman",1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aarakocra","Outlander","Monk 7|Warlock 3","Monk|Warlock","Way of the Four Elements|The Hexblade",10,NA,63,"Athletics|Acrobatics|Stealth|Survival","Shortsword|Dart|Unarmed strike","Minor Illusion *0|Mage Hand*0|Blade Ward*0|Thorn Whip*0|Firebolt*0|Hex*1|Shield*1|Invisibility*2|Mirror Image*2","Cha","pact boon/Pact of the Tome|elemental disciplines/Shape the Flowing River*Water Whip|eldritch invocations/Fiendish Vigor*Eldritch Sight","suspicious_wozniak",1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill Dwarf","Soldier","Fighter 4","Fighter","Battle Master",4,"Squat Nimbleness",44,"Athletics|Acrobatics|Insight|Perception|Intimidation","Whip|Shortsword|Crossbow, Light|Battleaxe",NA,"Int","combat superiority maneuvers/Riposte*Maneuvering Attack*Distracting Strike|fighting style/Dueling","dazzling_nightingale",1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Human","Inquisitor","Wizard 5","Wizard","School of Evocation",5,"Spell Sniper",32,"Arcana|History|Investigation|Religion|Insight","Dagger",NA,"Int",NA,"jolly_ritchie",1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Orc","Barbarian Tribe Member","Wizard 3","Wizard","Bladesinging",3,NA,21,"Athletics|Investigation|Insight|Survival|Intimidation|Performance","Dagger",NA,"Int",NA,"hopeful_tereshkova",1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Half-Elf","City Watch","Warlock 3","Warlock","The Undying",3,NA,19,"Athletics|History|Investigation|Insight|Perception","Crossbow, light|Dagger","Spare the Dying*0","Cha","pact boon/Pact of the Tome|eldritch invocations/Gaze of Two Minds*Fiendish Vigor","determined_hugle",1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tiefling","Haunted One","Sorcerer 1","Sorcerer","Storm Sorcery",1,NA,7,"Arcana|Investigation|Deception|Persuasion","Javelin|Dagger",NA,"Cha",NA,"xenodochial_colden",1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bugbear","Urban Bounty Hunter","Fighter 7","Fighter","Samurai",7,"Great Weapon Master|Polearm Master",64,"Athletics|Stealth|Animal Handling|Insight|Perception|Deception","Handaxe|+1 Glaive|Knuckles Of Knock|Flame Scimitar|Shortbow|Crossbow, hand",NA,"Cha","fighting style/Great Weapon Fighting","eloquent_dubinsky",1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bugbear","Urban Bounty Hunter","Fighter 7","Fighter","Samurai",7,"Great Weapon Master|Polearm Master",64,"Athletics|Stealth|Animal Handling|Insight|Perception|Deception","Handaxe|+1 Glaive|Knuckles Of Knock|Flame Scimitar|Shortbow|Crossbow, hand",NA,"Cha","fighting style/Great Weapon Fighting","eloquent_dubinsky",1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
